0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,Case,,,Year,,,Type of Sample,,,No. of,,,Type of,,,Result,
,,,,,,,,,,samples,,,test,,,,
AFP case,,,2021,,,Stool,,,"2,562",,,"Cell
culture,
ITD Real
Time PCR",,,"18 Sabin like
poliovirus
detected",,
,,,2022,,,,,,"2,627",,,,,,"24 Sabin like
poliovirus
detected",,
Polio/Environmental,,,2022,,,Sewage,,,148,,,"Cell
culture,
ITD
Real Time
PCR",,,"37 Sabin like
poliovirus
detected",,
"Measles & Rubella
case",,,2021,,,Serum,,,"3,867 +
3,867",,,IgM ELISA,,,"125 measles &
133 rubella
detected",,
,,,2022,,,,,,"6,406 +
6,406",,,,,,"234 Measles &
169 Rubella
detected",,
COVID-19 case,,,2021,,,"Nasopharyngeal
swab sent",,,"2,17,106",,,RT-PCR,,,"24,028 positive
detected",,
,,,2022,,,,,,"46,541",,,,,,"4049 positive
detected",,
