0,1,2,3,4,5,6,7,8,9
,,Institutes,,,Number of,,,Number of,
,,,,,Researches,,,Surveys,
,BMRC,,,74,,,-,,
,PMR,,,14,,,-,,
,IEDCR,,,3,,,-,,
,CDC OP,,,6,,,3,,
,NCDC OP,,,14,,,12,,
,"MBT, MIS, DGHS",,,4,,,-,,
,AMC OP,,,-,,,3,,
,TB-L & AIDS/STD,,,-,,,1,,
,NNS OP,,,1,,,1,,
,L & HEP OP,,,1,,,-,,
,Total,,,117,,,20,,
,,,,,,,,,
,,,,,,,,,
