0,1,2,3,4,5,6,7,8,9,10,11
,SL,,,Name of Institute,,,Estd. year,,,Seats,
1,,,"Dhaka Medical College, Dhaka",,,1946,,,230,,
2,,,"Sir Salimullah Medical College, Mitford, Dhaka",,,1972,,,230,,
3,,,"Shaheed Suhrawardy Medical College, Sher-e-Bangla Nagar, Dhaka",,,2005,,,200,,
4,,,"Mymensingh Medical College, Mymensingh",,,1962,,,230,,
5,,,"Chattogram Medical College, Chattogram",,,1962,,,230,,
6,,,"Rajshahi Medical College, Rajshahi",,,1962,,,230,,
7,,,"MAG Osmani Medical College, Sylhet",,,1966,,,230,,
8,,,"Sher-e-Bangla Medical College, Barisal",,,1968,,,230,,
9,,,"Rangpur Medical College, Rangpur",,,1972,,,230,,
10,,,"Cumilla Medical College, Cumilla",,,1992,,,180,,
11,,,"Khulna Medical College, Khulna",,,1992,,,180,,
12,,,"Shaheed Ziaur Rahman Medical College, Bogura",,,1992,,,180,,
13,,,"Bangabandhu Sheikh Mujib Medical College, Faridpur",,,1992,,,180,,
14,,,"M Abdur Rahim Medical College, Dinajpur",,,1992,,,180,,
15,,,"Pabna Medical College, Pabna",,,2008,,,70,,
16,,,"Abdul MalekUkil Medical College, Noakhali",,,2008,,,70,,
17,,,"Cox’s Bazar Medical College, Cox’s Bazar",,,2008,,,70,,
18,,,"Jashore Medical College, Jashore",,,2010,,,70,,
19,,,"Satkhira Medical College, Satkhira",,,2011,,,65,,
20,,,"Shaheed Syed Nazrul Islam Medical College, Kishoreganj",,,2011,,,65,,
21,,,"Kushtia Medical College, Kushtia",,,2011,,,65,,
22,,,"Sheikh Sayera Khatun Medical College, Gopalganj",,,2011,,,65,,
23,,,"Shaheed Taj Uddin Ahmed Medical College, Gazipur",,,2013,,,72,,
24,,,"Sheikh Hasina Medical College, Tangail",,,2014,,,65,,
25,,,"Sheikh Hasina Medical College, Jamalpur",,,2014,,,65,,
26,,,"Colonel Malek Medical College, Manikganj",,,2014,,,75,,
27,,,"Shaheed M Mansur Ali Medical College, Sirajganj",,,2014,,,65,,
28,,,"Patuakhali Medical College, Patuakhali",,,2014,,,51,,
29,,,"Rangamati Medical College, Rangamati",,,2014,,,51,,
30,,,"Mugda Medical College, Dhaka",,,2015,,,75,,
31,,,"Sheikh Hasina Medical College, Habiganj",,,2017,,,51,,
32,,,"Netrakona Medical College, Netrokona",,,2018,,,50,,
33,,,"Nilphamari Medical College, Nilphamari",,,2018,,,50,,
34,,,"Naogaon Medical College, Naogaon",,,2018,,,50,,
35,,,"Magura Medical College, Magura",,,2018,,,50,,
36,,,"Chandpur Medical College, Chandpur",,,2018,,,50,,
37,,,"Bangabandhu Medical College, Sunamganj",,,2020,,,50,,
,Total Seats,,,,,,,,,4350,
