0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,,,,,,,,,,,,,,,,,
Table 4.3.7 Component/ Activity-Wise Physical Progress,,,,,,,,,,,,,,,,,
,SL,,,Component-wise major activities,,,Target,,,Actual,,,Participants,,,Days,
,,,,undertaken during July 2021 - June 2022,,,,,,progress,,,,,,,
,,,,,,,,,,made,,,,,,,
,,,Major activities performed,,,,,,,,,,,,,,
1,,,"Training on Active Case Search for early
Leprosy case detection, community
awareness & social mobilization to reduce
stigma & discrimination.",,,08,,,08,,,80,,,8,,
2,,,"Training on strengthening health
management information system for
leprosy case diagnosis & DHIS2 reporting.",,,02,,,02,,,42,,,2,,
