0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,,,,,,,,,,,,,
,No.,,,Tape of care,,,Male,,,Female,,Child,Total,
,,,,,,,,,,,,,,
1.,,,Outdoor,,,2505,,,3032,,,1907,7444,
2.,,,Emergency,,,1820,,,2014,,,982,4816,
3.,,,Indoor/admitted patients,,,340,,,632,,,179,1151,
4.,,,Pathology,,,1290,,,908,,,109,2307,
5.,,,Antenatal care,,,-,,,566,,,-,566,
