0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,,,,,,,,,,,,,
,No.,,,Type of Care,,,Male,,,Female,,Child,Total,
,,,,,,,,,,,,,,
1.,,,Outdoor,,,11208,,,7303,,2496,,21007,
2.,,,Pathology,,,843,,,888,,02,,1733,
3.,,,Emergency,,,530,,,1179,,1112,,2821,
4.,,,Indoor/Admitted Patients,,,4891,,,3728,,1414,,10033,
5.,,,Antenatal Care,,,,,,902,,,,902,
