0,1,2,3,4,5,6,7,8,9,10,11
,,,,Number of,,,,,,Enrollment capacity,
,Type of Institutions,,,,,,Estd. Year,,,,
,,,,Institutions,,,,,,(No. of seats),
,,,,,,,,,,,
Government Medical College,,,37,,,1946 – 2022,,,4350,,
"Armed Forces Medical Colleges
and Army Medical College",,,6,,,1999 – 2022,,,385,,
Private Medical Colleges,,,66*,,,1985 – 2022,,,6097,,
"Government Dental College and
Unit",,,9,,,1960 – 2022,,,565,,
Private Dental College and Unit,,,26,,,1995 – 2022,,,1405,,
,Total,,,144,,,,,,12802,
