0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,Type of training/workshops,,,Venue,,,Duration,,,Batch,,,Participants,
,,,,,,,(day),,,(No.),,,(No.),
,,,,,,,,,,,,,,
"Hands-on training for medical
teachers and scientists",,,Dhaka,,,7,,,2,,,20 (10 per batch),,
"Training/workshop for medical
teachers",,,Dhaka,,,2,,,4,,,"100 (25 per
batch)",,
