0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,Indicator,,,Unit of,,,Baseline data (Year,,,Achievement,,,SDG target,
,,,,measurement,,,and source),,,,,,(2030),
U5MR,,,"No. among 1000
live births",,,45 (BDHS 2017),,,"31 (SVRS
2022)",,,25,,
NMR,,,"No. among 1000
live births",,,30 (BDHS 2017),,,"25 (SVRS
2022)",,,12,,
MMR,,,"No. among 100000
live births",,,176 (UN Est. 2015),,,"156 (SVRS
2022)",,,70,,
