0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,,,,Pay,,,Total,,,Filled,,,Filled,,,Filled,,,,
,Designation group,,,,,,,,,,,,,,,,,,Vacant,
,,,,Scale,,,Posts,,,(Male),,,(Female),,,Total,,,,
,,,,,,,,,,,,,,,,,,,,
"Sub-Assistant Community
Medical Officer",,,11,,,5312,,,2290,,,1211,,,3501,,,1811,,
Health Inspector,,,14,,,1411,,,703,,,122,,,825,,,586,,
Assistant Health Inspector,,,15,,,4221,,,1548,,,1751,,,3299,,,922,,
Health Assistant,,,16,,,20909,,,7922,,,6055,,,13977,,,6932,,
,Total,,,,,,31853,,,12463,,,9139,,,21602,,,10251,
