0,1
7. Cultural events and Special Occasions,
Sl. No.,Topic
1,World Cancer Day 2023 – Round Table Discussion in Dainik Amader Somoy
2,"Arrangement of “Dhaka Cancer Summit 2023” in conjunction with Medical Oncology Society in Bangladesh
(MOSB)"
3,"Annual picnic of Department of Medical Oncology, NICRH at Brac CDM Rajendrapur"
4,"Participating Annual Oncology Football, Cricket and Badminton Tournaments"
5,Participating in all National Days celebrated in NICRH
6,Fund raising activities to support the poor patients in their treatments
