0,1,2,3,4
,,,,
Sl. No.,"Name and
designation",Recent works,Reference,
1.,"Dr. Prasanta
Kumar
Chakraborty,
Associate
Professor","1. The Association of Night
Splint to NSAID+ ADL
Instruction in Improving Pain
and Functional Performance:
An Observational Study
(Co-author)","Cite as: Dilir Jamal, Mohammod Habibur Rahman,
Moinuddin Hossain Khan, Ripon Kumar Saha, Prasanta
Kumar Chakraborty. The Association of Night Splint to
NSAID+ ADL Instruction in Improving Pain and Functional
Performance: An Observational Study. SAS J Surg, 2023
Mar 9(3): 190-193.
DOI:10.36347/sasjs.2023.v09i03.011",
2.,"Dr. Prasanta
Kumar
Chakraborty,
Associate
Professor","1. “Cross cultural validation of
the Bangla version of the
Functional Independence
Measure for Patients with
Stroke”
(Principal author)
2. “Bangla Version of
Lymphedema Life Impact
Scale Version 2: Reliability
and Validity","Scholars Journal of Applied Medical Sciences, Volume 11,
Issue 04, April 2023, Page: 679-686
DOI:10.36347/sjams.2023.v11i04.002
KYAMC Journal, Volume 12, Issue 04, January 2023, Page:
198-203
DOI: 10.3329/kyamcj.v13i4.65053",
