0,1,2,3,4,5,6,7
"Sl
.",Training Title,Date,Package,Category of Participant,No. of Participant,,
,,,,,Male,Female,Total
1,"Training on Occupational
Health & Safety",11/06/2023,"Construction of Medical
Center, Akhaura Land
Port","PIU Staff, PWD Officials,
Contractor, Workers",20,0,20
,"Training on Occupational
Health & Safety",28/12/2022,"50 bed Isolation Unit & 10
bed ICU/CCU, RMCH","PIU Staff, PWD Officials,
Contractor, Workers",14,0,14
,"Training & Briefing on
Occupational Health &
Safety for Workers",26/12/2021,"50 bed Isolation Unit & 10
bed ICU/CCU, RMCH","RMCH Officials, PIU Staff,
PWD Officials, Contractor,
Workers",26,1,27
