0,1,2
Name of Package,Date of Inspection,Conducted by Whom
"Construction of 50 Bed Isolation Unit &
10 Bed ICU/CCU at Khulna Medical
College Hospital, Khulna",08 March 2023,"Environmental Safeguards Specialist, Civil
Engineer, Procurement Expert, PIU
Representative, and ADB Mission Team"
"Construction of 50 Bed Isolation Unit &
10 Bed ICU/CCU and
Installation of Medical Gas System at
Faridpur Medical College Hospital,
Faridpur",08 March 2023,"Environmental Safeguards Specialist, Civil
Engineer, Procurement Expert, PIU
Representative, and ADB Mission Team"
"Construction of 50 Bed Isolation Unit &
10 Bed ICU/CCU and
Installation of Medical Gas System at
Mugda Medical College Hospital,
Dhaka",04 June 2023,"Civil Engineer, Procurement Expert, and PIU
Representatives"
"Construction of Medical Center at
Akhaura Land Port, Brahmanbaria",11 June 2023,"Environmental Safeguards Specialist, Civil
Engineer, Procurement Expert, and PIU
Representative"
