0,1,2,3,4,5
S.N,Type,Division,District,Name of the facilities,"No. of
functional
beds"
62,,Rajshahi,"Chapai
Nawabganj","Chapai Nawabganj District
Hospital",100
63,,Rajshahi,Joypurhat,Joypurhat District Hospital,100
64,,Rajshahi,Naogaon,Naogaon District Hospital,100
65,,Rajshahi,Natore,Natore District Hospital,100
66,,Rajshahi,Pabna,Pabna 250 bed General Hospital,250
67,,Rajshahi,Sirajganj,Sirajganj General Hospital,100
68,,Rajshahi,Bogra,"Bogra 250 bed Mohammad Ali
Hospital",250
69,,Rangpur,Gaibandha,Gaibandha District Hospital,100
70,,Rangpur,Kurigram,Kurigram District Hospital,100
71,,Rangpur,Lalmonirhat,Lalmonirhat District Hospital,100
72,,Rangpur,Nilphamari,Nilphamari District Hospital,100
73,,Rangpur,Panchagarh,Panchagarh District Hospital,100
74,,Rangpur,Thakurgaon,Thakurgaon District Hospital,100
75,,Rangpur,Dinajur,"Dinajpur 250 bed General
Hospital",250
76,,Sylhet,Habigang,Habiganj District Hospital,100
77,,Sylhet,Sylhet,"Sylhet Shahid Shamsuddin
Hospital",100
78,,Sylhet,Moulvibazar,"Moulvibazar 250 bed District
Sadar Hospital",250
79,,Sylhet,Sunamganj,"Sunamganj 250 bed District Sadar
Hospital",250
80,"Hospital of
alternative
medicine",Dhaka,Dhaka,"Govt. Homeopathic Degree
College & Hospital, Mirpur,
Dhaka",100
81,,Dhaka,Dhaka,"Govt. Unani & Ayurvedic College
& Hospital, Mirpur, Dhaka",100
82,"Infectious
disease
hospitals",Chittagong,Chittagong,"Chittagong Infectious Disease
Hospital",20
83,,Dhaka,Dhaka,Dhaka Infectious Disease Hospital,100
84,,Khulna,Khulna,"Khulna Infectious Disease
Hospital",20
85,,Rajshahi,Rajshahi,"Rajshahi Infectious Disease
Hospital",20
86,,Sylhet,Sylhet,Sylhet Infectious Disease Hospital,20
87,"Leprosy
hospitals",Dhaka,Dhaka,Dhaka Leprosy Hospital,30
88,,Rangpur,Nilphamari,Nilphamari Leprosy Hospital,20
89,,Sylhet,Sylhet,Sylhet Leprosy Hospital,80
