0,1,2,3,4
"SI.
no.",Division,Name of institution,"Year of
establishment","No. of
seats"
59,,"Jefri Institute of Health Science Technology &
MATS, Dhanmondi, Rayer Bazar, Dhaka",2013,50
60,,"D-Medical Assistant Training School, Mirpur Bus
Stand, Dhaka",2013,50
61,,"Athik Medical Assistant Training School,
Brammondi, Narsingdi",2013,50
62,,"Ma Medical Assistant Training School, Itahat,
Gazipur",2013,50
63,,"Shyamoli Ideal Medical Assistant Training School,
1/3 Shatmosjid Road, Mohammadpur, Dhaka",2014,75
64,,"The Radium MATS & Technology Institute, Ghior,
Manikganj",2014,50
65,,"Uttara Adhunik Medical Institute MATS,
Abdullahpur, Uttara, Dhaka",2014,50
66,,"Dhaka City Medical Assistant Training School,
Swamibag, Dhaka",2014,50
67,,"Bangladesh Cancer Society Medical Assistant
Training School, Darussalam, Mirpur, Dhaka",2014,50
68,,"Momotaj Medical Assistant Training School,
Dhanshiri, Dhamrai, Dhaka",2014,50
69,,"Byte Medical Assistant Training School & Health
Technology Institute, Uthuli, Shibaloy, Manikganj",2014,50
70,,"Central Institute of Health Science & MATS ,
Mirpur 14, Dhaka",2015,50
71,,"Eastern Medical Assistant Training School, Tikatuli,
Dhaka",2015,50
72,,"Ekhlas Uddin Khan Medical Assistant Training
School, Ghior, Manikganj",2015,50
73,,"Gurukul Medical Assistant Training School,
Dhokhin Bhabanipur, Rajbari",2015,50
74,,"Tongi Medical Assistant Training School, Road no.
10, Sector 11, Uttara, Dhaka",2015,50
75,,"Firoza Medical Assistant Training School, Sholakia,
Kishoreganj",2012,50
76,,"Jamuna Medical Assistant Training School, Tangail
Sadar",2012,75
77,,"Ghatail Medical Assistant Training School, Ghatail,
Tangail",2011,80
78,,"Shahjalal Rahmatullah Medical Institute of MATS,
Main Road, Tangail",2012,100
79,,"Jenemic Medical Assistant Training School,
Paikandi, Gopalganj",2012,50
