0,1,2,3,4,5,6,7,8,9,10
,"0-4
0-4 yr, F
yr, M","15-24
yr, F","15-24
yr, M","25-49
yr, F","25-49
yr, M","5-14
yr, F","5-14
yr, M","50+
yr, F","50+
yr, M",Total
Upazila health complex,458 769,237,252,583,480,133,155,"1,088","1,782","5,937"
District hospital,"2,573 3,605",470,477,"1,755","1,950",155,185,"3,723","5,993","20,886"
Medical college hospital,"6,219 8,796","3,803","3,148","7,158","7,524","1,275","1,177","9,491","14,621","63,212"
