0,1,2,3,4
Table 10.4. Number of patients with STH reported in the districts,,,,
District,Lymphedema,Hydrocele,Other*,Total patients
Dinajpur,"2,044","1,021",2,"3,067"
Kurigram,"1,239",699,20,"1,958"
Lalmonirhat,"5,383","1,937",-,"7,320"
Nilphamari,"5,475","1,715",50,"7,240"
Panchagarh,"1,341","1,634",5,"2,980"
Rangpur,"8,532","2,654",13,"11,199"
Thakurgaon,"2,767","2,001",50,"4,818"
Barguna,542,466,15,"1,023"
Barisal,427,50,1,478
Jhalokathi,592,49,-,641
Patuakhali,423,202,11,636
Pirojpur,314,31,6,351
Chuadanga,53,5,1,59
Kushtia,145,7,7,159
Meherpur,0,0,0,0
Chapainowabganj,693,201,18,912
Pabna,229,67,20,316
Rajshahi,209,26,12,247
Sirajganj,208,59,7,274
Total,"30,616","12,824",238,"43,678"
*Others includes breast lymphedema and female genital swelling,,,,
