0,1,2,3,4
"SI.
no.",Division,Name of institution,"Year of
establishment","No. of
seats"
188,,"Oriental Medical Assistant Training School,
Gobindanagar, Thakurgoan",2013,50
189,,"Institute of Health Technology, MATS, Paharpur,
Dinajpur",2013,50
190,,"Green Life Medical Assistant Training School, New
Town, Dinajpur",2014,50
191,,"Monowara Anowara Medical Assistant Training
School, Halpara, Thakurgoan",2015,50
192,,"Abul Hossain Medical Assistant Training School,
Suihari, Dinajpur",2015,50
193,,"Panchagarh Medical Assistant Training School,
Tetulia, Panchagarh",2015,50
194,Sylhet,"Jalalabad Medical Assistant Training School,
Sylhet",2008,50
195,,"Maulvibazar Medical Assistant Training School,
Kushumbag, Maulvibazar",2008,80
196,,"Sylhet Medical Assistant Training School, South
Surma, Sylhet",2008,70
197,,"RTM International Medical Assistant Training
School, Sylhet Sadar",2013,100
198,,"Symantik Medical Assistant Training School,
Shahjalal Upashohor, Sylhet",2013,100
199,,"National Lifecare Medical Assistant Training
School, Upashohor Road, Sonarpar, Sylhet",2013,50
200,,"Asha Medical Assistant Training School,
Chunarughat, Habiganj",2013,50
Total,,,,13540
