0,1,2,3,4,5,6,7,8,9,10,11
,Name of Hospitals,,,Name of PCR Labs,,,Name of PoEs,,,Safeguard Documentation,
,1st Phase,,,,,,,,,,
"1. Dhaka Medical College Hospital,
Dhaka (Only ICU)
2. Sir Salimullah Medical College &
Mitford Hospital, Dhaka.
3. Shaheed Suhrawardi Medical College
Hospital.
4. Rajshahi Medical College Hospital,
Rajshahi
5. Mugda 500 bed General Hospital,
Dhaka
6. Mymensingh Medical College Hospital
7. Sheikh Hasina Medical College,
Tangail
8. Faridpur Medical College Hospital
9. Cumilla Medical College Hospital.",,,"1. Dhaka Medical College Hospital,
Dhaka
2. Shaheed Suhrawardi Medical College
Hospital.
3. M. Abdur Rahim Medical College
Hospital, Dinajpur
4. Mymensingh Medical College Hospital
5. Sheikh Hasina Medical College,
Tangail.
6. Faridpur Medical College Hospital
7. Cumilla Medical College Hospital.
8. Jashore Medical College Hospital
9. Colonel Malek Medical College
Hospital, Manikgonj
10. Patuakhali Medical College Hospital
11. Bangabandhu Sheikh Mujib Medical
University
12. National Institute of Laboratory
Medicine and referral Center
(NILMRC)
13. Institute of Public Health, DGHS,
MOHFW
14. IEDCR
15. Five (5) IDHs",,,"1. Benapole
2. Bhomra
3. Burimari
4. Akhaura
5. Tamabil
6. Hili
7. Banglabandha",,,"The draft environmental safeguard reports
for Land Ports and PCR labs have been
prepared.",,
,2nd Phase,,,,,,,,,,
"1. Sheikh Sayera Khatun Medical
College Hospital, Gopalganj",,,"1. Mugda 500 bed General Hospital,
Dhaka.
2. Bogra Medical College Hospital
3. Barisal Medical College Hospital
4. Sheikh Sayera Khatun Medical
College Hospital, Gopalganj
5. Rangamati Medical College Hospital
6. Nilphamari Medical College Hospital
7. Naoga Medical College Hospital",,,"1. Bibirbazar
2. Nakugaon
3. Sonamasjid
4. Sheola
5. Gobrakura-Koroitali
6. Belonia
7. Birol",,,"The draft environmental safeguard reports
for Land Ports have been prepared.",,
