0,1,2,3,4,5,6,7,8
বয়স,,,গত ২৪ ঘণ্টায় মৃদতর সাংখ্যা,,,"জানুয়ারী 2025 সেদক
A`¨vewa",অদ্যাবরি মৃদতর সাংখ্যা,অদ্যাবরি শতকরা হার
,০-১০,,,0,,0,৯১,০.৩১
,১১-২০,,,0,,1,২০৬,০.৭০
,২১-৩০,,,0,,2,৭০৫,২.৩৯
,৩১-৪০,,,0,,2,১৭40,৫.৮৯
,৪১-৫০,,,0,,5,৩৪৬১,১১.৭২
,৫১-৬০,,,0,,1,৬৮৫৬,২৩.২২
,৬১-৭০,,,0,,8,৯১২৪,৩০.৯০
,৭১-৮০,,,০,,9,৫১৭৬,১৭.৫৩
,৮১-৯০,,,0,,2,১৭৫২,৫.৯৩
,৯১-১০০,,,0,,2,৩৮২,১.২৯
,১০০+,,,0,,0,৩৮,০.১৩
,সমার্,,,0,,32,29531,১০০.০০
