0,1,2,3,4,5,6,7
,গত ২৪ ঘণ্টা মৃদতর সাংখ্যা,গত ২৪ ঘণ্টা মৃদতর সাংখ্যা,,"জানুয়ারী 2025 সেদক
A`¨vewa",অদ্যাবরি মৃদতর সাংখ্যা,অদ্যাবরি শতকরা হার,অদ্যাবরি শতকরা হার
সরকারী হাসপাতাদল,0,,16,,২৫০২8,84.76,
সবসরকারী হাসপাতাল,০,,15,,৩৬৮৩,12.47,
বাসায়,0,,1,,785,2.66,
মৃত অবস্থ্ায় আিায়ি,0,,0,,35,0.12,
সমার্,0,,32,,29531,100,
