0,1,2,3,4,5,6
রবভাগ,,,গত ২৪ ঘণ্টায় মৃদতর সাংখ্যা,"জানুয়ারী 2025 সেদক
A`¨vewa",অদ্যাবরি মৃদতর সাংখ্যা,অদ্যাবরি শতকরা হার
,ঢাকা,,0,10,১২৯৮৮,43.98
,চট্টগ্রাম,,0,14,৫৯২5,20.07
,রাজশাহী,,0,0,2169,7.35
,খুলিা,,0,6,3744,12.68
,বররশাল,,0,0,993,3.36
,রসদলর্,,0,2,1366,4.63
,রাংপুর,,0,0,1429,4.84
,ময়মিরসাংহ,,0,0,917,3.11
,সমার্,,0,32,29531,100.00
