0,1,2
Name of Package,Date of Inspection,Conducted by Whom
"Construction of 50 Bed Isolation Unit &
10 Bed ICU/CCU and
Installation of Medical Gas System at
Faridpur Medical College Hospital,
Faridpur",03 August 2022,"Mohammad Kamruzzaman, Civil Engineer"
"Construction of 50 Bed Isolation Unit &
10 Bed ICU/CCU and
Installation of Medical Gas System at
Mymensingh Medical College
Hospital, Mymensingh",16 August 2022,"Mohammad Kamruzzaman, Civil Engineer"
"Construction of 50 Bed Isolation Unit &
10 Bed ICU/CCU and
Installation of Medical Gas System at
Dhaka Medical College Hospital,
Dhaka",26 September 2022,"Mohammad Kamruzzaman, Civil Engineer"
"Construction of 50 Bed Isolation Unit &
10 Bed ICU/CCU and",28 December 2022,"Raisin Akhter Feroz, Environmental"
