0,1,2,3
Recommended Corrective Action Measures,Responsibility,Timeline,Implementation Status
"DGHS/PIU will prepare EMP and IEE for Tamabil Land port
screening facilities by and submit for ADB’s approval",PIU,by 20 July 2022,Already submitted
"DGHS/PIU to ensure timely submission of EMR ensuring quality
by incorporating earlier recommendations",PIU,by 10 July 2022,Submitted
"DGHS/PIU will prepare and share the EMP of remaining packages
for Isolation unit, ICU/CCU with ADB for their disclosure",PIU,by 20 July 2023,All EMPs are submitted
"DGHS/PIU to review existing GRM and propose changes for
strengthening government’s GRM procedure for both
infrastructure and medical services",PIU,"by 31 January
2023",Yet to be finalized
