0,1,2,3,4,5,6,7
District,"Year of
searching","Number of people with
lymphedema",,,"Number of
hydrocele
patients","Number
of patients
with other
symptoms","Total
number of
patients"
,,Male,Female,Total,,,
Dinajpur,2013,356,1688,2044,1021,2,3067
Kurigram,2013,162,1077,1239,699,20,1958
Lalmonirhat,2013,1077,4306,5383,1937,0,7320
Nilphamari,2013,820,4655,5475,1715,50,7240
Panchagarh,2013,224,1117,1341,1634,5,2980
Rangpur,2013,1743,6789,8532,2654,13,11199
Thakurgaon,2013,747,2020,2767,2001,50,4818
Barguna,2015,208,334,542,466,15,1023
Barishal,2016,124,303,427,50,1,478
Jhalokathi,2016,222,370,592,49,0,641
Patuakhali,2015,167,256,423,202,11,636
Pirojpur,2016,121,193,314,31,6,351
Chuadanga,2015,23,30,53,5,1,59
Kushtia,2015,74,71,145,7,7,159
Meherpur,2015,20,10,30,0,0,30
Chapainowabganj,2014,141,552,693,201,18,912
Pabna,2014,82,147,229,67,20,316
Rajshahi,2014,74,135,209,26,12,247
Sirajganj,2014,101,107,208,59,7,274
Total,,6486,24160,30646,12824,238,43708
