0,1,2
Name of district-level hospital,Major surgery,Minor surgery
"Dinajpur District Hospital, Dinajpur",1441,2388
"Faridpur General Hospital, Faridpur",819,11214
"Feni District Hospital, Feni",939,1220
"Gaibandha District Hospital, Gaibandha",706,4385
"Gopalganj District Hospital, Gopalganj",880,2635
"Habiganj District Hospital, Habiganj",355,1546
"Jamalpur District Hospital, Jamalpur",3280,4106
"Jashore District Hospital, Jashore",6156,26394
"Jhalokathi District Hospital, Jhalokathi",748,1997
"Jhenaidah District Hospital, Jhenaidah",1514,8012
"Joypurhat District Hospital, Joypurhat",3601,11965
"Khagrachhari District Hospital, Khagrachhari",80,7934
"Khulna District Hospital, Khulna",837,9308
Kishoreganj 250 Bed District Sadar Hospital,2476,27252
"Kumilla District Hospital, Kumilla",1250,2003
"Kurigram District Hospital, Kurigram",3682,11366
Kurmitola General Hospital ( 500-bed ),4719,9019
"Kushtia District Hospital, Kushtia",4918,5766
"Lakshmipur District Hospital, Lakshmipur",1540,11006
"Lalmonirhat District Hospital, Lalmonirhat",639,7672
"Maulvibazar District Hospital, Maulvibazar",2566,11238
"Madaripur District Hospital, Madaripur",910,16135
"Magura District Hospital, Magura",1639,11211
"Manikganj District Hospital, Manikganj",3357,1133
"Meherpur District Hospital, Meherpur",466,11935
"Mohammad Ali District Hospital, Bogura",2467,8285
Mugda Medical College and Hospital,5555,17815
"Munshiganj District Hospital, Munshiganj",505,3419
"Chapainowabganj District Hospital, Chapainowabganj",138,2215
"Naogaon District Hospital, Naogaon",1124,16394
"Narail District Hospital, Narail",818,12208
Narayanganj 300-bed Hospital,2008,30644
Narayanganj General (Victoria) Hospital (100-bed),1261,5200
"Narsingdi (100-bed) Zila Hospital, Narsingdi",583,3823
