0,1,2,3,4,5,6,7
"Name of
institution",Number,,,"Duration
of course","Duration of
internship",Degree offered,"Certifying
authority"
,Total,Govt.,Private,,,,
Bachelors level,,,,,,,
"Government
Unani and
Ayurvedic
Medical College/
Non-government
Unani Medical
College",4,2,2,5 years,1 Year,"BUMS
(Bachelor of
Unani Medicine
and Surgery);
BAMS (Bachelor
of Ayurvedic
Medicine and
Surgery)","University of
Dhaka."
"Government/
Bangladesh
Homeopathic
Medical College",2,1,1,5 years,1 Year,"BHMS
(Bachelor of
Homeopathic
Medicine and
Surgery)","University of
Dhaka"
Diploma level,,,,,,,
"Unani/Ayurvedic
Diploma College",23,01,22,4 years,6 Months,"DUMS (Diploma
in Unani
Medicine and
Surgery), DAMS
(Diploma in
Ayurvedic
Medicine and
Surgery)","Board of
Unani and
Ayurvedic
System"
"Homeopathic
Diploma College",61,0,61,4 years,6 Months,"DHMS (Diploma
in Homeopathic
Medicine and
Surgery)","Board of
Homeopathic
Medicine"
