0,1
Name of district-level hospital,Average length of stay
"Narsingdi District Hospital, Narsingdi",3
"Jhalokathi District Hospital, Jhalokathi",2.9
"Satkhira District Hospital, Satkhira",2.9
"Sirajganj General Hospital, Sirajganj",2.9
"Gopalganj District Hospital, Gopalganj",2.8
"Khagrachhari District Hospital, Khagrachhari",2.8
"Magura District Hospital, Magura",2.8
"Manikganj District Hospital, Manikganj",2.8
Lakshmipur District Hospital,2.7
"Lalmonirhat District Hospital, Lalmonirhat",2.7
"Barguna District Hospital, Barguna",2.6
"Chandpur District Hospital, Chandpur",2.6
"Jamalpur District Hospital, Jamalpur",2.6
"Chapainowabganj District Hospital, Chapainowabganj",2.6
"Narail District Hospital, Narail",2.6
"Gaibandha District Hospital, Gaibandha",2.5
"Jhenaidah District Hospital, Jhenaidah",2.5
"Meherpur District Hospital, Meherpur",2.5
"Rangamati District Hospital, Rangamati",2.5
"Sherpur District Hospital, Sherpur",2.5
"Jashore District Hospital, Jashore",2.4
"Kurigram District Hospital, Kurigram",2.4
"Pirojpur District Hospital, Pirojpur",2.4
"Tangail District Hospital, Tangail",2.4
"Maulvibazar District Hospital, Maulvibazar",2.3
"Shariatpur District Hospital, Shariatpur",2.3
"Thakurgaon District Hospital, Thakurgaon",2.3
"Kumilla District Hospital, Kumilla",2.2
"Munshiganj District Hospital, Munshiganj",2.2
"Naogaon District Hospital, Naogaon",2.2
"Pabna District Hospital, Pabna",2.2
"Faridpur General Hospital, Faridpur",2.1
"Kishoreganj District Hospital, Kishoreganj",2.1
Narayanganj General (Victoria) Hospital (100-bed),2.1
"Netrakona District Hospital, Netrakona",2.1
"Nilphamari District Hospital, Nilphamari",2.1
"Bhola District Hospital, Bhola",2
