0,1,2,3,4,5,6,7,8,9,10,11,12,13
"Sl.
No.","Type of
institution","Estd.
year",Total seats by discipline,,,,,,,,,,
,,,LAB,"RDL&IMG/
Radiog-
raphy",PTY,DENT,Pharmacy,"Radio
ther-
apy","O
T
A",ICA,"Quota for
freedom
fighters
and tribes",SIT,Total
1.,"Government
insti-tutes
of health
technology
(IHT)-15","1962-
2019",565,505,400,405,505,190,25,25,68,100,3097
2,"Private
institutes
of health
technology
(IHT)—97","2001
2017",4127,935,920,2123,60,235,255,180,5,100,8940
Total,,,4692,1440,1320,2528,515,375,280,205,70,200,12037
"LAB= Laboratory; RDL=Radiology; PTY=Physiotherapy; DENT=Dentistry; IMG=Imaging; OTA=Operation Theater Assistance;
ICA=Intensive Care Assistance; SIT=Sanitary Inspectorship Training",,,,,,,,,,,,,
