0,1,2,3,4,5,6,7,8,9,10
enilpicsiD,latoT,772,772,772,772,301,752,301,7903,";ecnatsissA
eraC
evisnetnI=ACI
;ecnatsissA
ertaehT
notiarepO=ATO
gniniarT
;yrtstineD=TNED pihsrotcepsnI
yratinaS=TIS
;yparehtoisyhP=YTP
;gnigamI=GMI
;ygoloidaR=LDR
;yrotarobaL
=BAL"
,TIS,0,0,0,0,0,0,0,001,
,"dna
rof modeerf
sebirt
atouQ srethgfi",7,7,7,7,3,7,3,56,
,ACI,0,0,0,0,0,0,0,52,
,ATO,0,0,0,0,0,0,0,52,
,yparehtoidaR,02,02,02,02,0,0,0,041,
,ycamrahP,05,05,05,05,0,05,0,554,
,TNED,05,05,05,05,0,05,0,504,
,YTP,05,05,05,05,0,05,0,004,
,"yhpargoidaR
/GMI&LDR",05,05,05,05,05,05,05,505,
,BAL,05,05,05,05,05,05,05,565,
.dtsE raey,,1102,1102,1102,1102,8102,1102,8102,,
"etuttisni
notiacol
fo
htiw
emaN",,"htlaeH
,ygolonhceT ,tahradzuoF margottahC
fo
etuttisnI","htlaeH
,ygolonhceT
fo
etuttisnI lahsiraB","htlaeH
,ygolonhceT
fo
etuttisnI rupgnaR","htlaeH
,ygolonhceT
fo
hadianehJ
etuttisnI","htlaeH
,ygolonhceT
fo
etuttisnI arihktaS","htlaeH tehlyS
,ygolonhceT
fo
etuttisnI","htlaeH
,ygolonhceT
fo
etuttisnI ruplamaJ",latoT,
noisiviD,,margottahC,lahsiraB,rupgnaR,anluhK,,tehlyS,hgnisnemyM,,
