0,1,2,3,4
Sl no.,Hardware,"FY 2018-
2019","FY 2019-
2020",Comments
1,UPS (offline-600 VA),4000,-,"Due to the COVID-19
pandemic situation,
most procurements
were not completed in
FY 2019-2020"
2,Tablet device/ PDA,6000,5000,
3,Video-conferencing tools,99,-,
4,"Data center equipment/Disaster
Recovery Center",1 Lot,-,
5,Medical biotechnology equipment,1 Lot,-,
6,"Equipment for Local Area Networking
(LAN)",-,-,
7,Modem,5000,-,
8,Motor cycle,200,-,
9,"Time attendance machine, finger-print
detector",400,-,
10,Laptop computer,6900,-,
11,Shared Health Record,50 hospitals,50 hospitals,
