0,1,2,3,4
"Sl.
no.",Code,Name of institution,"Estd.
year",Seats
1,11,"Dhaka Medical College, Dhaka",1946,230
2,12,"Sir Salimullah Medical College, Mitford, Dhaka",1972,230
3,13,"Shaheed Suhrawardy Medical College, Sher-e-Bangla Nagar, Dhaka",2005,200
4,14,"Mymensingh Medical College, Mymensingh",1962,230
5,15,"Chattogram Medical College, Chattogram",1962,230
6,16,"Rajshahi Medical College, Rajshahi",1962,230
7,17,"MAG Osmani Medical College, Sylhet",1966,230
8,18,"Sher-E-Bangla Medical College, Barishal",1968,230
9,19,"Rangpur Medical College, Rangpur",1972,230
10,20,"Kumilla Medical College, Kumilla",1992,180
11,21,"Khulna Medical College, Khulna",1992,180
12,22,"Shaheed Ziaur Rahman Medical College, Bogura",1992,180
13,23,"Faridpur Medical College, Faridpur",1992,180
14,24,"M Abdur Rahim Medical College, Dinajpur",1992,180
15,25,"Pabna Medical College, Pabna",2008,70
16,26,"Abdul Malek Ukil Medical College, Noakhali",2008,70
17,27,"Cox’s Bazar Medical College, Cox’s Bazar",2008,70
18,28,"Jashore Medical College, Jashore",2010,70
19,29,"Satkhira Medical College, Satkhira",2011,65
20,30,"Shahid Syed Nazrul Islam Medical College, Kishoreganj",2011,65
