0,1,2,3,4,5
Year,Round,"No. of districts
covered",No. of children,,"Reported
coverage (%)"
,,,Targeted,Treated,
2008,November,64,15743159,15482778,94
2009,May,64,19303404,19101496,98
,November,64,19303404,18782212,97
2010,May,64,19837612,19440860,98
,November,64,21971611,21745757,98.97
2011,May,64,22070512,21735040,98.48
,November,64,22082923,21992383,99.59
2012,May,64,22263213,22040581,99
,November,64,22263192,22038334,98.99
2013,April,64,24986323,24799113,99.25
,October,64,25089864,24898332,99.23
2014,April,64,24886323,24698576,99.25
,October,64,25090960,24993205,99.61
2015,April,64,31281837,26704597,85.37
,October,64,31346057,26600439,84.86
2016,April,64,31281837,26396187,84.38
,October,64,31281837,26834605,85.78
2017,April,64,40556232,40287201,99.33
,October,64,40556232,40496342,99.85
2018,April,64,40645956,40335323,99.23
,October,64,40645956,40342521,99.25
2019,April,64,40137007,41065078,97.74
,October,64,40137007,41352778,97.06
2020,April,64,Not done due to COVID-19,,
,October,64,Not done due to COVID-19,,
