0,1,2,3,4,5,6,7
"Sl
no","Name of district-level
hospital",OPD visit,,Emergency visit,,Inpatients,
,,Female,Male,Female,Male,Female,Male
43,"Narsingdi District
Hospital, Narsingdi",95225,85004,63814,64041,7818,5874
44,"Natore District Hospital,
Natore",141361,140388,20940,17304,18161,16322
45,"Netrakona District
Hospital, Netrakona",74044,54340,60140,55263,26358,16668
46,"Nilphamari District
Hospital, Nilphamari",107176,85628,39107,32041,25585,18738
47,"Noakhali District Hospital,
Noakhali",94217,69638,25639,27707,20356,22793
48,"Pabna District Hospital,
Pabna",107254,118955,18042,21655,49967,51475
49,"Panchagarh District
Hospital, Panchagarh",81795,44382,8127,7765,12598,9052
50,"Patuakhali District
Hospital, Patuakhali",73555,69306,24022,21807,22905,20483
51,"Pirojpur District Hospital,
Pirojpur",62262,52541,25754,24732,13268,9742
52,"Rajbari District Hospital,
Rajbari",109649,93402,35642,34094,18706,11730
53,"Rangamati District
Hospital, Rangamati",33036,28713,3424,5505,8849,7241
54,"Satkhira District Hospital,
Satkhira",91829,82845,6974,6933,13931,13576
55,"Shaheed Ahsan Ullah
Master General Hospital,
Tongi, Gazipur",54628,48439,9996,18443,2278,2135
56,"Shahid Shamsuddin
District Hospital, Sylhet",88072,63681,1628,1836,1774,1281
57,"Shariatpur District
Hospital, Shariatpur",84138,80618,13332,11333,11579,8854
58,"Sherpur District Hospital,
Sherpur",132079,109725,18582,23290,20649,21614
59,Sirajganj General Hospital,149789,94695,30269,29255,27515,23046
60,"Sunamganj District
Hospital, Sunamganj",30580,30531,32669,32662,18301,18079
61,"Tangail District Hospital,
Tangail",204934,167987,13059,18086,41495,49643
62,"Thakurgaon District
Hospital, Thakurgaon",122110,97723,13320,17563,31615,26401
Total,,7289282,6219373,1473262,1563422,1168221,1043661
