0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Disease/condition,0-28d,,29d-11m,,1-4y,,5-14y,,15-24y,,25-49y,,50+y,,Total,
,M,F,M,F,M,F,M,F,M,F,M,F,M,F,M,F
Cataract,2,5,6,5,22,14,52,50,122,122,122,295,1143,1300,1469,1791
Corneal ulcer,0,1,3,4,16,11,30,19,51,45,76,56,72,61,248,197
Glaucoma,8,4,4,4,10,11,55,20,37,28,60,60,48,55,222,182
Retinal problem,0,0,0,0,4,4,3,4,8,17,18,54,67,55,100,134
Others,54,55,75,73,232,195,379,372,407,454,507,743,910,984,2564,2876
