0,1,2,3,4,5,6,7,8
"UN Process
Indicator",National,Barisal,Chittagong,Dhaka,Khulna,Rajshahi,Rangpur,Sylhet
"Total no. of
deliveries (N)",558712,27803,82880,184234,73605,86415,70397,33378
Livebirth (N),546233,26980,80277,180823,72571,85128,69001,31453
Newborn death (N),2280,505,501,399,147,165,257,306
Maternal death (N),1700,143,257,537,119,212,255,177
