0,1,2,3,4,5
Facility,No. of beds,"Bed-
occupancy
rate (%)","Hospital-
death rate (%)","Average daily
admission (N)","Average
daily OPD
visit (N)"
"Central Hospital, Kaliganj, Gazipur",10,53.73,0.00,3,4
"Chandra Mallika Society Hospital, Gazipur",10,84.38,0.00,2,8
"Chris(cid:1)an Hospital, Chadraghona, Kaptai, Rangama(cid:1)",100,73.31,1.93,15,79
"Cosmos General Hospital, Gopalpur, Lalpur, Natore",20,44.38,0.00,3,11
"Desh Eye Hospital, Sadar, Gazipur",10,19.37,0.00,1,4
"Dewan General Hospital & Diagnos(cid:1)c Center,
KaliaKair, Gaipur",10,11.37,0.00,0,3
"Dianjpur Clinic, Dinajpur",10,0.00,0.00,0,0
"ENT KSG Hospital, Dinajpur",10,6.85,0.00,1,9
"G.C. Memorial Hospital, Dinajpur",10,0.00,0.00,0,0
"Green Hospital, Gazipur",10,42.77,0.00,2,9
"Holy Home Hospital & Diagnos(cid:1)c Center, Kapasia,
Gazipur",8,49.62,0.00,1,2
"ICDDRB, Dhaka",-,0.00,0.13,432,148
"Insaf Hospital, Joydebpur, Gazipur",20,71.18,0.00,3,2
"Jalalabad Ragib-Rabeya Hospital, Sylhet",890,0.12,2.30,99,478
"Jalchatra Hospital, Modhupur, Tangail",80,0.00,2.91,2,56
"Jamil Eye & General Hospital, Kaligonj, Gazipur",20,31.85,0.00,3,99
"Janata Clinic & Nursing Home, Dinajpur",10,0.00,0.00,1,0
"Jobaida Memorial Hospital & Diagnos(cid:1)c Center, Sadar,
Gazipur",10,52.60,0.00,3,14
"Kaliakoir General Hospital & Diagos(cid:1)c Center, Gazipur",20,26.19,0.00,2,9
"Kazi Hospital Complex, Gazipur",10,92.74,0.00,3,7
"Khaza Yunus Ali Medical College & Hospital, Sirajganj",-,0.00,2.86,27,0
"Konabari Clinic & Diagnos(cid:1)c Center, Gazipur",10,53.84,0.00,2,2
"Kumudini Hospital, Tangail",750,40.51,1.54,55,368
"Lion Eye Ins(cid:1)tute and Hospital, Dhaka",-,0.00,0.00,15,214
"Lutheran Health Care, Patuakhali
Bangladesh (LHCB) Dumki, Patuakhali",40,0.00,1.85,4,41
"M. A. Akbar Clinic, Sadar, Gazipur",10,27.23,0.00,1,6
"Mathree Seba Clinic & Diagnos(cid:1)c Center, Konabari,
Gazipur",10,16.25,0.00,1,2
"Mauna General Hospital, Sreepur, Gazipur",10,15.48,0.00,0,7
"Meher Hospital & Diagnos(cid:1)c Center, Gazipur",10,21.84,0.00,1,3
"Metropolitan Medical Center Ltd., Dhaka",70,0.00,6.81,11,0
"Model Polly Hospital, Kapasia, Gazipur",10,39.01,0.00,2,17
"Modern Hospital & Diagnos(cid:1)c Center, Sreepur,
Gazipur",10,34.52,0.00,2,7
"Nagaric Hospital, Barmi, Sreepur, Gazipur",10,47.89,0.00,2,3
"New Turag General Hospital, Tongi, Gazipur",20,31.84,0.00,2,4
"North Bengal Medical College Hospital, Sirajganj",-,0.00,0.65,30,173
"Poly Cilnic, Dinajpur",12,4.29,0.00,0,0
"Rajmuk(cid:1) Nursing Home, Dinajpur",10,0.00,0.00,5,0
"Rawnak Jahan Eye Hospital Pvt. Ltd., Mauna, Sreepur,
Gazipur",10,5.29,0.00,1,30
"Rushmono General Hospital Ltd., Dhaka",57,0.03,0.78,6,0
"Safa Marwa General Hospital, Kapasia, Gazipur",10,53.86,0.00,3,17
"Safe Way Medical Sarvices, Dinajpur",-,0.00,0.00,0,0
"Seba General Hospital, Gazipur",20,41.37,0.00,2,12
"Sevenday Clinic & Nursing Home, Dinajpur",10,0.00,0.00,1,0
"Shafipur General Hospital, Khonabari, Gazipur",10,30.99,0.00,1,2
"Shaheed Asadullah Ideal Hospi(cid:1)al, Dinajpur",10,15.04,0.00,2,0
"Shapla Medicine & Diagnos(cid:1)c Centre, Mauna
Sreepur,Gazipur",10,120.00,0.00,4,10
"Sharif General Hospital, Konabari, Gazipur",20,47.53,0.00,4,30
"Shitalakhya G.H. & Diagnos(cid:1)c Center, Kapasia, Gazipur",10,59.78,0.00,2,42
"St. Marys Mother & Child Hospital, Kaligonj, Gazipur",10,9.10,0.00,0,19
"St. Vincent’s Hospital, Dinajpur",20,125.71,0.00,1,24
"Sufia Hospital & Diagnos(cid:1)c Center, Gazipur",10,91.18,0.00,3,4
"Sultan General Hospital, Gazipur",10,46.58,0.00,2,2
"Surjer Hashi Clinic, Dinajpur",20,105.78,0.00,6,391
