0,1,2,3,4,5,6,7
Year,Designation,"MCH/
DH/UHC",MCWC,UHFWC,UPHCP,Total,"Grand
total"
"Pilot
program",Doctors,31,17,-,-,48,113
,Nurses/ FWVs,21,32,12,-,65,
