0,1,2,3,4,5,6,7,8,9,10,11,12
IEC,Potential Impact,Mitigation Measures,,Monitoring Method,,,,,,Responsibility,,
,,,,Method of Collecting,,,Location and,,Implementation,,Supervision,
,,,,and Reporting Data,,,Frequency,,,,,
,"contagion among hospital staff and
patients, cleaners etc.","• Emergency preparedness and response procedures and equipment (warning
signs, fire extinguishers, fire exit etc.).
• Wear disposable gloves and, if aerosols are formed, glasses and a respirator for
particles.
• Cover the contaminated area with a disinfectant in a concentric way, starting at the
edge and progressing towards the center of the contamination.
• Avoid spraying or pouring the disinfectant from above, which can cause aerosols.
• Mop up, and dispose of all waste and contaminated material in the appropriate
container (infectious waste).
• Conduct monthly safety audit of facility to identify fire risks, electrocution hazards
and other unsafe conditions, and assess adequacy of fire extinguishers and first
aid provisions.",,,,,,,,,,
"Medical Gas
Safety
Management","• Haphazardly stored and lack of
regular maintenance often create
hazards.
• Cylinders are often the same
colour regardless of the contents
and the labelling is often a poor
quality and inconsistent. Because
of this, there is a risk of the wrong
cylinder being delivered
accidentally to healthcare facilities.
• Poorly trained staffs are not aware
of the importance of ensuring the
correct tanks are connected to the
right lines and management of gas
cylinders","• Develop a Medical Gas Safety Management Plan during the operation and
follow strictly.
• Follow the suggested medical gas safety management plan as given in Annex 4.
• Regularly check and update the management plan as per the requirement.
• Follow the Emergency Response Plan if required and maintain a direct
communication channel with the emergency response team/in case of emergency.
• Ensure labeling, safety signs and inspection for all the gas cylinders and locations.
• Ensure regular training to the personnel engaged with the medical gas safety
management.","• Record of regular
inspection.",,,"Hospital area
during operation
period",,,"Mugda 500 bed
General Hospital",,DGHS,
