0,1
Disease,USD (million)
"Diarrhea
(3.5 episode/person/yr @BDT 50 per episode)",102.94
Kala azar,161.76
Filariasis,51.47
"Dengue, malaria, chikungunya, etc.",308.82
COPD,617.65
"Injuries, drowning, etc.",602.94
Malnutrition,735.29
Miscellaneous,220.59
Total=,"2,801.47"
