0,1,2,3,4
Camp Name,Total no. of patients,,,
,"Period: 15November-
31December 2017","Period: 01 March -
30 June 2018","Period: 16 July-
31 August 2018","Period: 01 September-
31 November"
"Jamtoli, Ukhia","4,027",13762,4946,11535
"Lambashia, Ukhia","5,317",10605,5572,5327
"Taznimarkhola, Ukhia","3,980",11250,5633,13113
"Hakimpara, Ukhia","6,078",8812,3950,5022
"Kutupalong 1, Ukhia","5,821",9323,3632,5916
"Balukhali 1, Ukhia","4,875",9041,3328,5784
"Modhurchora, Ukhia","2,892",7996,4062,5138
"Balukhali 2, Ukhia","1,825",9561,5103,8498
"Nayapara, Teknaf","3,825",7630,3525,5119
"Uchingpran, Teknaf","3,825",5816,3268,7350
"Chakmarkul, Teknaf","1,078",5294,3341,6469
"Shaplapur, Teknaf","5,138",5347,2490,4281
Sadar Hospital,0,4572,0,0
,"45,221","1,09,009","48,852","83,552"
,"286,634",,,
