0,1,2,3,4
"OP/Project
Name",Allocation,Release,,
,GoB PA Total,GoB,PA,Total
"Communica-
ble Diseases
Control","7,621.00 12,300.00 19,921.00","7,621.00","15,019.89","22,640.89"
"TB-Leprosy
& AIDS/STD
Program","2,898.00 18,592.00 21,490.00","2,898.00","13,606.23","16,504.23"
"Non-Com-
municable
Diseases","10,480.00 6,050.00 16,530.00","9,920.00","5,963.84","15,883.84"
"National Eye
Care","400.00 1,000.00 1,400.00",400.00,"1,000.00","1,400.00"
"Community
Based Health
Care","56,771.00 20,100.00 76,871.00","56,771.20","20,100.04","76,871.24"
"Hospital Ser-
vices Manage-
ment","23,800.00 67,500.00 91,300.00","23,800.00","67,500.00","91,300.00"
"Life Style
and Health
Education &
Promotion","1,832.00 1,168.00 3,000.00","1,832.00","1,168.00","3,000.00"
"Alternative
Medical Care","4,502.00 500.00 5,002.00","4,502.00",500.00,"5,002.00"
,"173,311.00 212,826.00 386,137.00","172,687.20","207,344.38","380,031.58"
