0,1,2,3,4
Hardware,"FY
2015-
2016","FY
2016-
2017","FY
2017-
2018",Distribution
Desktop Computer,1725,-,-,"Hospitals, health offices, academic and training
institutions across the country"
UPS (offline 600VA),1500,-,-,accompanies one for each desktop computer
Tablet device/PDA,4025,-,4000,To community healthcare providers
Video conferencing equipment,,,60,
"Data center equipment/Disaster
Recovery center equipment",-,-,1 Lot,
Medical Biotechnology equipment,-,-,1 lot,
Equipment for LAN,43,,,In 32 CS office and 11 tertiary hospitals
Printer,3450,,,
Modem,,,100000,
Motorcycle,,,200,
