0,1,2,3,4,5,6,7,8
,MS,MD,M. Phil,Diploma,MPH,MTM,MMED,
,"08
0
04
21
20
312","08
0
0
36
12
360","08
0
08
18
28
242","22
10
22
40
40
478","0
0
0
05
0
185","0
0
0
0
0
0","0
0
0
0
0
15",
Private (N,o. of inst,itutions:,10),,,,,
,"-
10
0
0
0
0
0
0
05
06
21","-
22
0
0
0
05
0
0
05
06
38","-
15
0
0
0
0
0
0
0
0
15","-
14
06
06
08
45
06
10
0
0
95","-
0
0
0
0
0
0
0
0
0
0","-
0
0
0
0
0
0
0
0
0
0","-
0
0
0
0
0
0
0
0
0
0",
Grand tot,al (No. of,institutio,ns: 33),,,,,
,473,473,327,327,327,25,,
