0,1,2,3,4,5,6,7,8,9,10
Medical,Pediatric,Surgical,"Radia-
tion","Hemato-
logical","Uro-
logical","Gyneco-
logical",ENT,"Maxillo-
facial
surgery","Plastic and
reconstructive
surgery",Total
"1,362
40.5","471
14.0","469
14.0","385
11.5","161
4.8","147
4.4","143
4.3","126
3.8","53
1.6","43
1.3","3360
100.0"
