0,1,2,3,4,5
S,L. No.,Topic,,,Presenter
,1.,"A 5 years old girl with Acute Promyelocytic
Leukemia with Tumor Lysis Syndrome",,,Dr. Farida Yasmin
2.,,"A 14 years old boy with Anaplastic Large Cell
Lymphoma with Septicaemia",,,Dr. Ismot Ara Zannat
3.,,A 5 years old girl with Non-Hodgkin Lymphoma,,,Dr. Arafat Ara Khatun
4.,,(T Lymphoblastic) with HDMTX toxicity,,,
5.,,"A
Ge","12 years old girl with Relapse
rm Cell Tumor",and Refractory,Dr. Marufa Akter Panna
6.,,"A
wi","3 years old boy with Metastatic N
th Septicaemia",ephroblastoma,Dr. Syeda Sharmin Ara
