0,1,2,3,4
Activities,,,,Statistics
CME,,,,09
Cl,ass,,,60
Ex,am,,,12
In,ternational Workshop,,,04
Local Workshop,,,,"BDSCCP-2
GOSB- 2
OGSB- 1"
Journal Club,,,,12
Case Presentation,,,,24
