0,1,2
Sl. No.,Name & Designation,Picture
01,"Dr. Mushtaque Ahmed Jalali
Associate Professor & Head",
02,"Dr. Farhana Parveen
Assistant Professor",
03,"Dr. Soheli Parveen
Assistant Professor",
04,"Dr. Khaled Bin Shamsuddin
Assistant Professor",
