0,1,2,3
,,,
Table 1: Name and designation of the administrative personnel of the hospital,,,
Sl. No.,Name & Designation,Picture,
01,"Dr. Md. Jahangir Kabir
Director",,
02,"Dr. Md. Kazi Ainul Islam
Deputy Director",,
03,"Dr. Abu Noman Mohammad Golam Rabbani
Assistant Director (Admin)",,
04,"Dr. Abu Hena Mustafa Zaman
Assistant Director (Hospital)",,
