0,1,2,3,4,5,6
Ta,ble 2: Manpower statement in 2023 (sanctioned and proposed post) *,,,,,
Ca,tegory,,Sanctioned post,,Vacant post,Proposed post
Cl,ass I,,248,,49,453
Class II,,,08,,03,15
Nursing officers,,,599,,33,231
Class III,,,149,,60,406
Class IV,,,183,,81,561
Total,,,1187,,226,1666
