0,1,2,3,4,5
SL. No.,Title,Name,"Type of
Article &
Presentation",References,Remarks
1,"Childhood Malignancy in
Bangladesh: Twelve Years
Journey of a Tertiary Care
Specialized Cancer
Hospital","Dr. Mamtaz Begum,
Dr. Md. Jahirul Islam,
Dr. Sabina Karim,
Dr. SM Rashed Z Kabir,
Dr. Ferdousi Begum,
Dr. Farida Yasmin,
Dr. Ashis Kumar Ghosh,
Dr. Abu Naser
Mohammad Al - Amin",Original Article,"Cancer Journal
of Bangladesh
Vol. 3, No. 2 :
July 2022
Published
Date – 02 July
2023",
2,"Clinical Profile of
Pediatric Malignant Bone
Tumor – 10 Years
ExperiencesFrom A
Tertiary Level Cancer
Hospital, Bangladesh","Dr. Ferdousi Begum,
Dr. Farida Yasmin,
Dr. SM Rashed Z Kabir,",Abstract,"55th Congress,
International
Society of
PaediatricOncol
ogy , 11- 14
October, 2023",
3,"Paediatric, Adolescent
and Young Adult
Haematooncology -
Benefits from Integrated
Approach",Dr. Sabina Karim,Oral,"6th Bangladesh
HaematoCon
2023",
4,"Paediatric Bone Marrow
Transplantation –
Bangladesh Perspective",Dr. Sabina Karim,Oral,"Bangladesh
International
Healthcare Expo
- 2023",
5,"Outcome and
Complications of
Pediatric Acute
Promyelocytic
Leukemia in Bangladesh",Dr. Eshita Reza Khan,Original Article,"Pediatric
Hematology and
Oncology. 2022.
Volume 39;
issue 5: page
406-417.",
6,"Malignant Bone Tumor in
Pediatric Age Group: Ten
Years Experience at
NICRH",Dr. Farida Yasmin,Oral,"BICC cancer
Congress 2023",
7,"Mucormycosis Induced
Liver Abscess in a child
with Acute Lymphoblastic
Leukemia: A Rare Case
Report","Dr. Arafatara Khatun,
Dr. Sabina Karim, Prof.
Dr. Afiqul Islam",Case Report,"Cancer Journal
of Bangladesh
Vol. 3, No. 2:
July 2022
Published Date
–
02 July 2023",
