0,1,2,3,4,5,6,7,8,9,10,11,12,13
Month,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,Total
OPD services,2384,2416,2439,2199,2532,2241,2537,2517,2356,2462,2475,,
