0,1,2,3,4,5,6
No of patient,Mean age,Marital status,Occupation,family history,Findings,Advice
288,34.86,"Married
(88%)","Household
(60%)
Service
holder (28.2%)","Positive
(14%)","Normal
Palpable
(19.7%)","USG -59.7%
USG &
FNAC- 2.6%
FNAC-1.7%"
