0,1,2,3
,,,
Sl. No.,Name & Designation,Picture,
01,"Prof. (Dr.) Rakib Uddin Ahmed
Professor & Head",,
02,"Prof. Dr. Rowshon Ara Begum
Professor",,
03,"Dr. Rownak Jahan Amin
Associate Professor",,
04,"Dr. Shahida Alam
Associate Professor",,
05,"Dr. Asma Siddiqa
Associate Professor",,
06,"Dr. Ranada Prasad Roy
Assistant Professor",,
07,"Dr. Samia Ahmed
Assistant Professor",,
08,"Dr. Masudul Hasan Arup
Assistant Professor",,
