id,display_name,concept_class,source,latest_source_version
KD32.3,Neonatal difficulty in feeding at breast,Diagnosis,ICD-11-MMS,2025-01
KD32.2,Overfeeding of newborn,Diagnosis,ICD-11-MMS,2025-01
KD32.1,Underfeeding of newborn,Diagnosis,ICD-11-MMS,2025-01
KD32.0,Slow feeding of newborn,Diagnosis,ICD-11-MMS,2025-01
KD32,Feeding problems of newborn,Diagnosis,ICD-11-MMS,2025-01
KD31,Wide cranial sutures of newborn,Diagnosis,ICD-11-MMS,2025-01
KD30.Z,"Birth depression, unspecified",Diagnosis,ICD-11-MMS,2025-01
KD30.2,Birth depression with associated metabolic acidaemia of cord blood,Diagnosis,ICD-11-MMS,2025-01
KD30.1,Birth depression with 5 minute Apgar score 4-6,Diagnosis,ICD-11-MMS,2025-01
KD30.0,Birth depression with 5 minute Apgar score 0-3,Diagnosis,ICD-11-MMS,2025-01
KD30,Birth depression,Diagnosis,ICD-11-MMS,2025-01
KD1Z,"Disturbances of temperature regulation of newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KD1Y,Other specified disturbances of temperature regulation of newborn,Diagnosis,ICD-11-MMS,2025-01
KD12.Z,"Hypothermia of newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KD12.Y,Other specified hypothermia of newborn,Diagnosis,ICD-11-MMS,2025-01
KD12.0,Neonatal cold injury syndrome,Diagnosis,ICD-11-MMS,2025-01
KD12,Hypothermia of newborn,Diagnosis,ICD-11-MMS,2025-01
KD11,Fever of newborn,Diagnosis,ICD-11-MMS,2025-01
KD10,Environmental hyperthermia of newborn,Diagnosis,ICD-11-MMS,2025-01
KC9Z,"Disorders involving the integument of fetus or newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KC7Y,Other specified iatrogenic injuries involving the skin of the neonate,Diagnosis,ICD-11-MMS,2025-01
KC5Z,"Postnatal iatrogenic skin injury, unspecified",Diagnosis,ICD-11-MMS,2025-01
KC5Y,Other specified postnatal iatrogenic skin injury,Diagnosis,ICD-11-MMS,2025-01
KC50,Neonatal phototherapy burn,Diagnosis,ICD-11-MMS,2025-01
KC41.Y,Other specified conditions of integument specific to fetus and newborn,Diagnosis,ICD-11-MMS,2025-01
KC41.1,Hydrops fetalis not due to haemolytic disease,Diagnosis,ICD-11-MMS,2025-01
KC41.0,Breast engorgement of newborn,Diagnosis,ICD-11-MMS,2025-01
KC41,Miscellaneous specified conditions of integument specific to fetus or newborn,Diagnosis,ICD-11-MMS,2025-01
KC40.Y,Other specified skin disorders in the neonate,Diagnosis,ICD-11-MMS,2025-01
KC40.1,Neonatal milia,Diagnosis,ICD-11-MMS,2025-01
KC40.0,Congenital sucking blisters,Diagnosis,ICD-11-MMS,2025-01
KC40,Miscellaneous skin disorders in the neonate,Diagnosis,ICD-11-MMS,2025-01
KC3Y,Other specified skin disorders associated with prematurity,Diagnosis,ICD-11-MMS,2025-01
KC31,Congenital erosive or vesicular dermatosis healing with reticulated supple scarring,Diagnosis,ICD-11-MMS,2025-01
KC30,Skin fragility of prematurity,Diagnosis,ICD-11-MMS,2025-01
KC24,Neonatal nutritional disorders affecting the skin,Diagnosis,ICD-11-MMS,2025-01
KC23,Neonatal disorders of the oral mucosa,Diagnosis,ICD-11-MMS,2025-01
KC22.Z,"Neonatal disorders of subcutaneous fat, unspecified",Diagnosis,ICD-11-MMS,2025-01
KC22.Y,Other specified neonatal disorders of subcutaneous fat,Diagnosis,ICD-11-MMS,2025-01
KC22.2,Sclerema neonatorum,Diagnosis,ICD-11-MMS,2025-01
KC22.1,Cold panniculitis of the newborn,Diagnosis,ICD-11-MMS,2025-01
KC22.0,Subcutaneous fat necrosis of the newborn,Diagnosis,ICD-11-MMS,2025-01
KC22,Neonatal disorders of subcutaneous fat,Diagnosis,ICD-11-MMS,2025-01
KC21.Z,"Inflammatory dermatoses of the newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KC21.Y,Other specified inflammatory dermatoses of the newborn,Diagnosis,ICD-11-MMS,2025-01
KC21.2,Perianal dermatitis of the newborn,Diagnosis,ICD-11-MMS,2025-01
KC21.1,Neonatal toxic erythema,Diagnosis,ICD-11-MMS,2025-01
KC21.0,Neonatal acne,Diagnosis,ICD-11-MMS,2025-01
KC21,Inflammatory dermatoses of the newborn,Diagnosis,ICD-11-MMS,2025-01
KC20.Z,"Conditions involving the umbilical cord, unspecified",Diagnosis,ICD-11-MMS,2025-01
KC20.Y,Other specified conditions involving the umbilical cord,Diagnosis,ICD-11-MMS,2025-01
KC20.2,Umbilical granuloma of newborn,Diagnosis,ICD-11-MMS,2025-01
KC20.1,Umbilical cutis or polyp of newborn,Diagnosis,ICD-11-MMS,2025-01
KC20.0,Delayed separation of umbilical cord,Diagnosis,ICD-11-MMS,2025-01
KC20,Conditions involving the umbilical cord,Diagnosis,ICD-11-MMS,2025-01
KC0Z,"Genitourinary system disorders specific to the perinatal or neonatal period, unspecified",Diagnosis,ICD-11-MMS,2025-01
KC0Y,Other specified genitourinary system disorders specific to the perinatal or neonatal period,Diagnosis,ICD-11-MMS,2025-01
KC01,Congenital renal failure,Diagnosis,ICD-11-MMS,2025-01
KC00,Congenital hydrocele,Diagnosis,ICD-11-MMS,2025-01
KB8Z,"Digestive system disorders of fetus or newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB8Y,Other specified digestive system disorders of fetus or newborn,Diagnosis,ICD-11-MMS,2025-01
KB8C,Noninfectious neonatal diarrhoea,Diagnosis,ICD-11-MMS,2025-01
KB8B,Neonatal peritonitis,Diagnosis,ICD-11-MMS,2025-01
KB8A,Neonatal haematemesis or melaena due to swallowed maternal blood,Diagnosis,ICD-11-MMS,2025-01
KB89.Z,"Neonatal malabsorption syndromes, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB89.Y,Other specified neonatal malabsorption syndromes,Diagnosis,ICD-11-MMS,2025-01
KB89.1,Short bowel syndrome in neonate,Diagnosis,ICD-11-MMS,2025-01
KB89.0,Neonatal malabsorption due to endocrine secreting tumour,Diagnosis,ICD-11-MMS,2025-01
KB89,Neonatal malabsorption syndromes,Diagnosis,ICD-11-MMS,2025-01
KB88.Z,"Necrotising enterocolitis of newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB88.Y,Other specified necrotising enterocolitis of newborn,Diagnosis,ICD-11-MMS,2025-01
KB88.3,"Necrotising enterocolitis of newborn, Stage 3B",Diagnosis,ICD-11-MMS,2025-01
KB88.2,"Necrotising enterocolitis of newborn, Stage 3A",Diagnosis,ICD-11-MMS,2025-01
KB88.1,"Necrotising enterocolitis of newborn, Stage 2A & B",Diagnosis,ICD-11-MMS,2025-01
KB88.0,"Necrotising enterocolitis of newborn, Stage 1A & B",Diagnosis,ICD-11-MMS,2025-01
KB88,Necrotising enterocolitis of newborn,Diagnosis,ICD-11-MMS,2025-01
KB87.Z,"Intestinal obstruction of newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB87.Y,Other specified intestinal obstruction of newborn,Diagnosis,ICD-11-MMS,2025-01
KB87.4,Meconium ileus with perforation,Diagnosis,ICD-11-MMS,2025-01
KB87.3,Transitory ileus of newborn,Diagnosis,ICD-11-MMS,2025-01
KB87.2,Meconium ileus without perforation,Diagnosis,ICD-11-MMS,2025-01
KB87.1,Meconium plug without ileus,Diagnosis,ICD-11-MMS,2025-01
KB87.0,Intestinal obstruction due to inspissated milk,Diagnosis,ICD-11-MMS,2025-01
KB87,Intestinal obstruction of newborn,Diagnosis,ICD-11-MMS,2025-01
KB86.Z,"Postnatal intestinal perforation, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB86.Y,Other specified postnatal intestinal perforation,Diagnosis,ICD-11-MMS,2025-01
KB86.3,Postnatal intestinal perforation due to intraluminal obstruction,Diagnosis,ICD-11-MMS,2025-01
KB86.2,Postnatal intestinal perforation due to intestinal atresia or stenosis,Diagnosis,ICD-11-MMS,2025-01
KB86.1,Postnatal intestinal perforation due to in utero volvulus,Diagnosis,ICD-11-MMS,2025-01
KB86.0,Postnatal intestinal perforation due to drugs,Diagnosis,ICD-11-MMS,2025-01
KB86,Postnatal intestinal perforation,Diagnosis,ICD-11-MMS,2025-01
KB85.Z,"Prenatal intrauterine intestinal perforation, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB85.Y,Other specified prenatal intrauterine intestinal perforation,Diagnosis,ICD-11-MMS,2025-01
KB85.2,Prenatal intrauterine intestinal perforation due to intraluminal obstruction,Diagnosis,ICD-11-MMS,2025-01
KB85.1,Prenatal intrauterine intestinal perforation due to intestinal atresia or stenosis,Diagnosis,ICD-11-MMS,2025-01
KB85.0,Prenatal intrauterine intestinal perforation due to in utero volvulus,Diagnosis,ICD-11-MMS,2025-01
KB85,Prenatal intrauterine intestinal perforation,Diagnosis,ICD-11-MMS,2025-01
KB84,Postnatal isolated ileal perforation,Diagnosis,ICD-11-MMS,2025-01
KB83,Postnatal gastric perforation,Diagnosis,ICD-11-MMS,2025-01
KB82,Prenatal gastric perforation,Diagnosis,ICD-11-MMS,2025-01
KB81.Z,"Oesophagitis in newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB81.Y,Other specified oesophagitis in newborn,Diagnosis,ICD-11-MMS,2025-01
KB81.0,Neonatal eosinophilic oesophagitis,Diagnosis,ICD-11-MMS,2025-01
KB81,Oesophagitis in newborn,Diagnosis,ICD-11-MMS,2025-01
KB80,Gastro-oesophageal reflux disease in newborn,Diagnosis,ICD-11-MMS,2025-01
KB6Z,"Transitory endocrine or metabolic disorders specific to fetus or newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB64,Transitory neonatal hypoparathyroidism,Diagnosis,ICD-11-MMS,2025-01
KB63.5,Metabolic bone disease of prematurity,Diagnosis,ICD-11-MMS,2025-01
KB63.4,Transitory tyrosinaemia of newborn,Diagnosis,ICD-11-MMS,2025-01
KB63.3Z,"Disturbances of potassium balance of newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB63.3Y,Other specified disturbances of potassium balance of newborn,Diagnosis,ICD-11-MMS,2025-01
KB63.31,Hyperkalaemia of newborn,Diagnosis,ICD-11-MMS,2025-01
KB63.30,Hypokalaemia of newborn,Diagnosis,ICD-11-MMS,2025-01
KB63.3,Disturbances of potassium balance of newborn,Diagnosis,ICD-11-MMS,2025-01
KB63.2Z,"Disturbances of sodium balance of newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB63.2Y,Other specified disturbances of sodium balance of newborn,Diagnosis,ICD-11-MMS,2025-01
KB63.21,Hypernatremia of newborn,Diagnosis,ICD-11-MMS,2025-01
KB63.20,Hyponatremia of newborn,Diagnosis,ICD-11-MMS,2025-01
KB63.2,Disturbances of sodium balance of newborn,Diagnosis,ICD-11-MMS,2025-01
KB63.1,Dehydration of newborn,Diagnosis,ICD-11-MMS,2025-01
KB63.0,Late metabolic acidosis of newborn,Diagnosis,ICD-11-MMS,2025-01
KB63,Certain specified transitory neonatal electrolyte or metabolic disturbances,Diagnosis,ICD-11-MMS,2025-01
KB62.Z,"Transitory neonatal disorders of thyroid function, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB62.Y,Other specified transitory neonatal disorders of thyroid function,Diagnosis,ICD-11-MMS,2025-01
KB62.3,Transient hypothyroxinaemia,Diagnosis,ICD-11-MMS,2025-01
KB62.2,Transient hyperthyrotropinaemia,Diagnosis,ICD-11-MMS,2025-01
KB62.1,"Other transitory neonatal disorders of thyroid function, not elsewhere classified",Diagnosis,ICD-11-MMS,2025-01
KB62.0,Transitory neonatal hyperthyroidism,Diagnosis,ICD-11-MMS,2025-01
KB62,Transitory neonatal disorders of thyroid function,Diagnosis,ICD-11-MMS,2025-01
KB61.Z,"Transitory neonatal disorders of calcium or magnesium metabolism, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB61.Y,Other specified transitory neonatal disorders of calcium or magnesium metabolism,Diagnosis,ICD-11-MMS,2025-01
KB61.3,Neonatal osteopenia,Diagnosis,ICD-11-MMS,2025-01
KB61.2,Neonatal hypocalcaemia,Diagnosis,ICD-11-MMS,2025-01
KB61.1,Neonatal tetany without calcium or magnesium deficiency,Diagnosis,ICD-11-MMS,2025-01
KB61.0,Neonatal hypomagnesaemia,Diagnosis,ICD-11-MMS,2025-01
KB61,Transitory neonatal disorders of calcium or magnesium metabolism,Diagnosis,ICD-11-MMS,2025-01
KB60.Z,"Transitory disorders of carbohydrate metabolism specific to fetus or newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB60.Y,Other specified transitory disorders of carbohydrate metabolism specific to fetus or newborn,Diagnosis,ICD-11-MMS,2025-01
KB60.4Z,"Neonatal hypoglycaemia, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB60.4Y,Other specified neonatal hypoglycaemia,Diagnosis,ICD-11-MMS,2025-01
KB60.42,Other transitory neonatal hypoglycaemia,Diagnosis,ICD-11-MMS,2025-01
KB60.41,Transitory iatrogenic neonatal hypoglycaemia,Diagnosis,ICD-11-MMS,2025-01
KB60.40,Transient hyperinsulinaemic neonatal hypoglycaemia,Diagnosis,ICD-11-MMS,2025-01
KB60.4,Neonatal hypoglycaemia,Diagnosis,ICD-11-MMS,2025-01
KB60.3Z,"Neonatal hyperglycaemia, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB60.3Y,Other specified neonatal hyperglycaemia,Diagnosis,ICD-11-MMS,2025-01
KB60.31,Neonatal hyperglycaemia due to iatrogenic intravenous therapy,Diagnosis,ICD-11-MMS,2025-01
KB60.30,Neonatal hyperglycaemia due to insulin deficiency,Diagnosis,ICD-11-MMS,2025-01
KB60.3,Neonatal hyperglycaemia,Diagnosis,ICD-11-MMS,2025-01
KB60.2Z,"Neonatal diabetes mellitus, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB60.2Y,Other specified neonatal diabetes mellitus,Diagnosis,ICD-11-MMS,2025-01
KB60.20,Transient neonatal diabetes mellitus,Diagnosis,ICD-11-MMS,2025-01
KB60.2,Neonatal diabetes mellitus,Diagnosis,ICD-11-MMS,2025-01
KB60.1,"Syndrome of infant of a diabetic mother, type 1 or 2, nongestational, insulin dependent",Diagnosis,ICD-11-MMS,2025-01
KB60.0,Syndrome of infant of mother with gestational diabetes,Diagnosis,ICD-11-MMS,2025-01
KB60,Transitory disorders of carbohydrate metabolism specific to fetus or newborn,Diagnosis,ICD-11-MMS,2025-01
KB4Z,"Cardiovascular disorders present in the perinatal or neonatal period, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB4Y,Other specified cardiovascular disorders present in the perinatal or neonatal period,Diagnosis,ICD-11-MMS,2025-01
KB48,Patent arterial duct of prematurity,Diagnosis,ICD-11-MMS,2025-01
KB47,Benign or innocent cardiac murmurs in newborn,Diagnosis,ICD-11-MMS,2025-01
KB46,Neonatal hypotension,Diagnosis,ICD-11-MMS,2025-01
KB45,Neonatal hypertension,Diagnosis,ICD-11-MMS,2025-01
KB44,Transient myocardial ischaemia of newborn,Diagnosis,ICD-11-MMS,2025-01
KB42,Persistent pulmonary hypertension of the newborn,Diagnosis,ICD-11-MMS,2025-01
KB41,Cardiac arrhythmias in the neonate,Diagnosis,ICD-11-MMS,2025-01
KB40.Z,"Neonatal cardiac failure, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB40.Y,Other specified neonatal cardiac failure,Diagnosis,ICD-11-MMS,2025-01
KB40.1,Neonatal cardiac failure due to decreased left ventricular output,Diagnosis,ICD-11-MMS,2025-01
KB40.0,Neonatal cardiac failure due to pulmonary overperfusion,Diagnosis,ICD-11-MMS,2025-01
KB40,Neonatal cardiac failure,Diagnosis,ICD-11-MMS,2025-01
KB2Z,"Respiratory disorders specific to the perinatal or neonatal period, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB2Y,Other specified respiratory disorders specific to the perinatal or neonatal period,Diagnosis,ICD-11-MMS,2025-01
KB2K.Z,"Pulmonary cysts in newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB2K.0,Acquired pulmonary cysts in newborn,Diagnosis,ICD-11-MMS,2025-01
KB2K,Pulmonary cysts in newborn,Diagnosis,ICD-11-MMS,2025-01
KB2J.Z,"Airway obstruction in the neonate due to airway abnormality, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB2J.Y,Other specified airway obstruction in the neonate due to airway abnormality,Diagnosis,ICD-11-MMS,2025-01
KB2J.2,Tracheo-bronchial malacia in neonate,Diagnosis,ICD-11-MMS,2025-01
KB2J.1,Hypopharyngeal mass in neonate,Diagnosis,ICD-11-MMS,2025-01
KB2J.0,Hypotonia of hypopharynx in neonate,Diagnosis,ICD-11-MMS,2025-01
KB2J,Airway obstruction in the neonate due to airway abnormality,Diagnosis,ICD-11-MMS,2025-01
KB2H,Acquired vocal cord paralysis in newborn,Diagnosis,ICD-11-MMS,2025-01
KB2G,Tracheal haemorrhage of newborn due to airway trauma,Diagnosis,ICD-11-MMS,2025-01
KB2F,Congenital lung or lobar atelectasis,Diagnosis,ICD-11-MMS,2025-01
KB2E,Respiratory arrest of newborn,Diagnosis,ICD-11-MMS,2025-01
KB2D,Respiratory failure of newborn,Diagnosis,ICD-11-MMS,2025-01
KB2C,Cyanotic attacks of newborn,Diagnosis,ICD-11-MMS,2025-01
KB2B,Primary atelectasis of newborn,Diagnosis,ICD-11-MMS,2025-01
KB2A.Z,"Apnoea of newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB2A.Y,Other specified apnoea of newborn,Diagnosis,ICD-11-MMS,2025-01
KB2A.3,"Apnoea of newborn, due to neurologic injury",Diagnosis,ICD-11-MMS,2025-01
KB2A.2,Mixed neonatal apnoea,Diagnosis,ICD-11-MMS,2025-01
KB2A.1,Obstructive neonatal apnoea,Diagnosis,ICD-11-MMS,2025-01
KB2A.0,Central neonatal apnoea,Diagnosis,ICD-11-MMS,2025-01
KB2A,Apnoea of newborn,Diagnosis,ICD-11-MMS,2025-01
KB29.Z,"Chronic respiratory disease originating in the perinatal period, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB29.Y,Other specified chronic respiratory disease originating in the perinatal period,Diagnosis,ICD-11-MMS,2025-01
KB29.0,Bronchopulmonary dysplasia originating in the perinatal period,Diagnosis,ICD-11-MMS,2025-01
KB29,Chronic respiratory disease originating in the perinatal period,Diagnosis,ICD-11-MMS,2025-01
KB28.Z,"Pulmonary haemorrhage originating in the perinatal period, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB28.Y,Other specified pulmonary haemorrhage originating in the perinatal period,Diagnosis,ICD-11-MMS,2025-01
KB28.1,Traumatic pulmonary haemorrhage originating in the perinatal period,Diagnosis,ICD-11-MMS,2025-01
KB28.0,Tracheobronchial haemorrhage originating in the perinatal period,Diagnosis,ICD-11-MMS,2025-01
KB28,Pulmonary haemorrhage originating in the perinatal period,Diagnosis,ICD-11-MMS,2025-01
KB27.Z,"Pulmonary air leak or related conditions originating in the perinatal period, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB27.Y,Other specified pulmonary air leak or related conditions originating in the perinatal period,Diagnosis,ICD-11-MMS,2025-01
KB27.4,"Pneumoperitoneum, originating in the perinatal period, due to primary pulmonary air leak syndromes",Diagnosis,ICD-11-MMS,2025-01
KB27.3,Pneumopericardium originating in the perinatal period,Diagnosis,ICD-11-MMS,2025-01
KB27.2,Pneumomediastinum originating in the perinatal period,Diagnosis,ICD-11-MMS,2025-01
KB27.1,Pneumothorax originating in the perinatal period,Diagnosis,ICD-11-MMS,2025-01
KB27.0,Interstitial emphysema originating in the perinatal period,Diagnosis,ICD-11-MMS,2025-01
KB27,Pulmonary air leak or related conditions originating in the perinatal period,Diagnosis,ICD-11-MMS,2025-01
KB26.Z,"Neonatal aspiration syndromes, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB26.Y,Other specified neonatal aspiration syndromes,Diagnosis,ICD-11-MMS,2025-01
KB26.3,Neonatal aspiration of milk or regurgitated food,Diagnosis,ICD-11-MMS,2025-01
KB26.2,Neonatal aspiration of blood,Diagnosis,ICD-11-MMS,2025-01
KB26.1,Neonatal aspiration of amniotic fluid or mucus,Diagnosis,ICD-11-MMS,2025-01
KB26.0,Neonatal aspiration of meconium,Diagnosis,ICD-11-MMS,2025-01
KB26,Neonatal aspiration syndromes,Diagnosis,ICD-11-MMS,2025-01
KB25,Neonatal tracheitis,Diagnosis,ICD-11-MMS,2025-01
KB24,Congenital pneumonia,Diagnosis,ICD-11-MMS,2025-01
KB23.Z,"Respiratory distress of newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB23.Y,Other specified respiratory distress of newborn,Diagnosis,ICD-11-MMS,2025-01
KB23.2,Respiratory instability of prematurity,Diagnosis,ICD-11-MMS,2025-01
KB23.1,Transient tachypnoea of newborn,Diagnosis,ICD-11-MMS,2025-01
KB23.0Z,"Respiratory distress syndrome of newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB23.0Y,Other specified respiratory distress syndrome of newborn,Diagnosis,ICD-11-MMS,2025-01
KB23.02,"Respiratory distress syndrome of the newborn, altered by maternal corticosteroid therapy or pulmonary surfactant replacement therapy",Diagnosis,ICD-11-MMS,2025-01
KB23.01,"Respiratory distress syndrome of the newborn, altered by pulmonary surfactant replacement therapy",Diagnosis,ICD-11-MMS,2025-01
KB23.00,"Respiratory distress syndrome of the newborn, altered by maternal corticosteroid therapy",Diagnosis,ICD-11-MMS,2025-01
KB23.0,Respiratory distress syndrome of newborn,Diagnosis,ICD-11-MMS,2025-01
KB23,Respiratory distress of newborn,Diagnosis,ICD-11-MMS,2025-01
KB22,Metabolic acidaemia in newborn,Diagnosis,ICD-11-MMS,2025-01
KB21.Z,"Birth asphyxia, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB21.1,Mild and moderate birth asphyxia,Diagnosis,ICD-11-MMS,2025-01
KB21.0,Severe birth asphyxia,Diagnosis,ICD-11-MMS,2025-01
KB21,Birth asphyxia,Diagnosis,ICD-11-MMS,2025-01
KB20.Z,"Intrauterine hypoxia, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB20.1,Intrauterine hypoxia first noted during labour or delivery,Diagnosis,ICD-11-MMS,2025-01
KB20.0,Intrauterine hypoxia first noted before onset of labour,Diagnosis,ICD-11-MMS,2025-01
KB20,Intrauterine hypoxia,Diagnosis,ICD-11-MMS,2025-01
KB0Z,"Neurological disorders specific to the perinatal or neonatal period, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB0Y,Other specified neurological disorders specific to the perinatal or neonatal period,Diagnosis,ICD-11-MMS,2025-01
KB08.Z,"Disorders of muscle tone of newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB08.Y,Other specified disorders of muscle tone of newborn,Diagnosis,ICD-11-MMS,2025-01
KB08.2,Congenital hypotonia,Diagnosis,ICD-11-MMS,2025-01
KB08.1,Congenital hypertonia,Diagnosis,ICD-11-MMS,2025-01
KB08.0,Transient neonatal myasthenia gravis,Diagnosis,ICD-11-MMS,2025-01
KB08,Disorders of muscle tone of newborn,Diagnosis,ICD-11-MMS,2025-01
KB07,Compression of brain in neonate,Diagnosis,ICD-11-MMS,2025-01
KB06,Neonatal seizures,Diagnosis,ICD-11-MMS,2025-01
KB05.Z,"Neonatal hydrocephalus, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB05.Y,Other specified neonatal hydrocephalus,Diagnosis,ICD-11-MMS,2025-01
KB05.0,Neonatal obstructive hydrocephalus,Diagnosis,ICD-11-MMS,2025-01
KB05,Neonatal hydrocephalus,Diagnosis,ICD-11-MMS,2025-01
KB04,Hypoxic ischaemic encephalopathy of newborn,Diagnosis,ICD-11-MMS,2025-01
KB03,Neonatal encephalopathy,Diagnosis,ICD-11-MMS,2025-01
KB02,Neonatal cerebral leukomalacia,Diagnosis,ICD-11-MMS,2025-01
KB01,Periventricular cysts of newborn,Diagnosis,ICD-11-MMS,2025-01
KB00.Z,"Neonatal cerebral ischaemia, unspecified",Diagnosis,ICD-11-MMS,2025-01
KB00.Y,Other specified neonatal cerebral ischaemia,Diagnosis,ICD-11-MMS,2025-01
KB00.1,Neonatal cerebral sinovenous thrombosis,Diagnosis,ICD-11-MMS,2025-01
KB00.0,Perinatal arterial stroke,Diagnosis,ICD-11-MMS,2025-01
KB00,Neonatal cerebral ischaemia,Diagnosis,ICD-11-MMS,2025-01
KA8Z,"Haemorrhagic or haematological disorders of fetus or newborn, unspecified",Diagnosis,ICD-11-MMS,2025-01
KA8Y,Other specified haemorrhagic or haematological disorders of fetus or newborn,Diagnosis,ICD-11-MMS,2025-01
KA8F.Z,"Neonatal vitamin K deficiency, unspecified",Diagnosis,ICD-11-MMS,2025-01
KA8F.Y,Other specified neonatal vitamin K deficiency,Diagnosis,ICD-11-MMS,2025-01
KA8F.0,Diffuse bleeding diathesis due to vitamin K deficient haemorrhagic disease of fetus or newborn,Diagnosis,ICD-11-MMS,2025-01
KA8F,Neonatal vitamin K deficiency,Diagnosis,ICD-11-MMS,2025-01
KA8E,Alloimmune neonatal neutropaenia,Diagnosis,ICD-11-MMS,2025-01
KA8D,Transient neonatal neutropaenia,Diagnosis,ICD-11-MMS,2025-01
KA8C,Congenital hypoplastic anaemia,Diagnosis,ICD-11-MMS,2025-01
KA8B,Anaemia of prematurity,Diagnosis,ICD-11-MMS,2025-01
KA8A.Z,"Polycythaemia neonatorum, unspecified",Diagnosis,ICD-11-MMS,2025-01
KA8A.Y,Other specified polycythaemia neonatorum,Diagnosis,ICD-11-MMS,2025-01
KA8A.4,Polycythaemia neonatorum following blood transfusion,Diagnosis,ICD-11-MMS,2025-01
KA8A.3,Polycythaemia neonatorum following umbilical cord transfusion or stripping at delivery,Diagnosis,ICD-11-MMS,2025-01
KA8A.2,Polycythaemia neonatorum due to inherited disorder of erythropoietin production,Diagnosis,ICD-11-MMS,2025-01
KA8A.1,Polycythaemia neonatorum due to twin to twin transfusion,Diagnosis,ICD-11-MMS,2025-01
KA8A.0,Polycythaemia neonatorum due to placental insufficiency or fetal intrauterine growth restriction,Diagnosis,ICD-11-MMS,2025-01
KA8A,Polycythaemia neonatorum,Diagnosis,ICD-11-MMS,2025-01
KA89.Z,"Transient neonatal thrombocytopaenia, unspecified",Diagnosis,ICD-11-MMS,2025-01
KA89.Y,Other specified transient neonatal thrombocytopaenia,Diagnosis,ICD-11-MMS,2025-01
KA89.0,"Thrombocytopaenia following systemic infection, including diffuse intravascular coagulation",Diagnosis,ICD-11-MMS,2025-01
KA89,Transient neonatal thrombocytopaenia,Diagnosis,ICD-11-MMS,2025-01
KA88,Disseminated intravascular coagulation of fetus or newborn,Diagnosis,ICD-11-MMS,2025-01
KA87.Z,"Neonatal hyperbilirubinaemia, unspecified",Diagnosis,ICD-11-MMS,2025-01
KA87.Y,Other specified neonatal hyperbilirubinaemia,Diagnosis,ICD-11-MMS,2025-01
KA87.6,Neonatal hyperbilirubinaemia from other or unspecified hepatocellular damage,Diagnosis,ICD-11-MMS,2025-01
KA87.5,Neonatal hyperbilirubinaemia due to drugs or toxins given to newborn,Diagnosis,ICD-11-MMS,2025-01
KA87.4,Neonatal hyperbilirubinaemia due to drugs or toxins transmitted from mother,Diagnosis,ICD-11-MMS,2025-01
KA87.3,Neonatal hyperbilirubinaemia due to total parenteral nutrition,Diagnosis,ICD-11-MMS,2025-01
KA87.2,Neonatal hyperbilirubinaemia due to breast milk inhibitor of bilirubin conjugation,Diagnosis,ICD-11-MMS,2025-01
KA87.1,Neonatal hyperbilirubinaemia due to enzymatic defect in bilirubin degradation,Diagnosis,ICD-11-MMS,2025-01
KA87.0,Neonatal hyperbilirubinaemia due to swallowed maternal blood,Diagnosis,ICD-11-MMS,2025-01
KA87,Neonatal hyperbilirubinaemia,Diagnosis,ICD-11-MMS,2025-01
