id,display_name,concept_class,source,latest_source_version
PC72,Intentional self-harm by threat to breathing by strangulation,Finding,ICD-11-MMS,2025-01
PC71,Intentional self-harm by threat to breathing by hanging,Finding,ICD-11-MMS,2025-01
PC70,Intentional self-harm by threat to breathing by suffocation from object covering mouth or nose,Finding,ICD-11-MMS,2025-01
PC6Z,"Intentional self-harm by immersion, submersion or falling into water, unspecified",Finding,ICD-11-MMS,2025-01
PC63,Intentional self-harm by injury other than drowning following fall into body of water,Finding,ICD-11-MMS,2025-01
PC62,Intentional self-harm by injury other than drowning while in body of water,Finding,ICD-11-MMS,2025-01
PC61,Intentional self-harm by drowning or submersion following fall into body of water,Finding,ICD-11-MMS,2025-01
PC60,Intentional self-harm by drowning or submersion while in body of water,Finding,ICD-11-MMS,2025-01
PC5Z,"Intentional self harm by contact with weapon, type unspecified",Finding,ICD-11-MMS,2025-01
PC5Y,Intentional self harm by contact with other specified type of weapon,Finding,ICD-11-MMS,2025-01
PC55,"Intentional self-harm by being caught, crushed, jammed or pinched between objects",Finding,ICD-11-MMS,2025-01
PC54,Intentional self-harm by being struck by blunt object,Finding,ICD-11-MMS,2025-01
PC53.Z,"Intentional self-harm by being cut or pierced by sharp object, unspecified",Finding,ICD-11-MMS,2025-01
PC53.Y,Other specified intentional self-harm by being cut or pierced by sharp object,Finding,ICD-11-MMS,2025-01
PC53.1,Intentional self-harm by being cut or pierced by sharp glass,Finding,ICD-11-MMS,2025-01
PC53.0,"Intentional self-harm by being cut or pierced by knife, sword or dagger",Finding,ICD-11-MMS,2025-01
PC53,Intentional self-harm by being cut or pierced by sharp object,Finding,ICD-11-MMS,2025-01
PC52,Intentional self-harm by striking against stationary object,Finding,ICD-11-MMS,2025-01
PC51,"Intentional self-harm by being struck by moving object, not elsewhere classified",Finding,ICD-11-MMS,2025-01
PC50.Z,"Intentional self-harm by being struck by projectile from firearm, unspecified",Finding,ICD-11-MMS,2025-01
PC50.Y,Other specified intentional self-harm by being struck by projectile from firearm,Finding,ICD-11-MMS,2025-01
PC50.1,"Intentional self-harm by projectile from rifle, shotgun or larger firearm",Finding,ICD-11-MMS,2025-01
PC50.0,Intentional self-harm by projectile from handgun,Finding,ICD-11-MMS,2025-01
PC50,Intentional self-harm by being struck by projectile from firearm,Finding,ICD-11-MMS,2025-01
PC4Z,"Intentional self-harm by contact with person, animal or plant, type unspecified",Finding,ICD-11-MMS,2025-01
PC4Y,"Other specified type of intentional self-harm by contact with person, animal or plant",Finding,ICD-11-MMS,2025-01
PC48,Intentional self-harm by contact with plant,Finding,ICD-11-MMS,2025-01
PC47,Intentional self-harm by being stung or envenomated by animal,Finding,ICD-11-MMS,2025-01
PC46,Intentional self-harm by being scratched or clawed by animal,Finding,ICD-11-MMS,2025-01
PC45,Intentional self-harm by being scratched or clawed by person,Finding,ICD-11-MMS,2025-01
PC44,Intentional self-harm by being bitten by animal,Finding,ICD-11-MMS,2025-01
PC43,Intentional self-harm by being stepped on or crushed by animal,Finding,ICD-11-MMS,2025-01
PC42,Intentional self-harm by being stepped on or crushed by person,Finding,ICD-11-MMS,2025-01
PC41,"Intentional self-harm by being struck, kicked, or bumped by animal",Finding,ICD-11-MMS,2025-01
PC40,"Intentional self-harm by being struck, kicked, or bumped by person",Finding,ICD-11-MMS,2025-01
PC3Z,"Intentional self-harm by fall or jump, unspecified",Finding,ICD-11-MMS,2025-01
PC3Y,Other specified intentional self-harm by fall or jump,Finding,ICD-11-MMS,2025-01
PC31,Intentional self-harm by fall or jump from a height of 1 metre or more,Finding,ICD-11-MMS,2025-01
PC30,Intentional self-harm by fall or jump on same level or from less than 1 metre,Finding,ICD-11-MMS,2025-01
PC2Z,"Intentional self-harm by transport injury event, unspecified",Finding,ICD-11-MMS,2025-01
PC2Y,Intentional self-harm by other specified transport injury event,Finding,ICD-11-MMS,2025-01
PC0Z,Intentional self-harm by air or space transport injury event with damage to aircraft or spacecraft unspecified,Finding,ICD-11-MMS,2025-01
PC01,"Intentional self-harm by air or space transport injury event with aircraft or spacecraft not damaged, disabled or destroyed",Finding,ICD-11-MMS,2025-01
PC00,"Intentional self-harm by air or space transport injury event with aircraft or spacecraft damaged, disabled or destroyed",Finding,ICD-11-MMS,2025-01
PB9Z,Intentional self-harm by water transport injury event with damage to water vessel unspecified,Finding,ICD-11-MMS,2025-01
PB91.Z,"Intentional self-harm by water transport injury event with water vessel not damaged, disabled or destroyed, unspecified",Finding,ICD-11-MMS,2025-01
PB91.1,"Intentional self-harm by water transport injury event with water vessel not damaged, disabled or destroyed causing other injury",Finding,ICD-11-MMS,2025-01
PB91.0,"Intentional self-harm by water transport injury event with water vessel not damaged, disabled or destroyed causing submersion or drowning",Finding,ICD-11-MMS,2025-01
PB91,"Intentional self-harm by water transport injury event with water vessel not damaged, disabled or destroyed",Finding,ICD-11-MMS,2025-01
PB90,"Intentional self-harm by water transport injury event with water vessel damaged, disabled or destroyed",Finding,ICD-11-MMS,2025-01
PB83,Intentional self-harm by railway transport injury event,Finding,ICD-11-MMS,2025-01
PB82,Intentional self-harm by land transport injury event unknown whether traffic or nontraffic,Finding,ICD-11-MMS,2025-01
PB81,Intentional self-harm by land transport off-road nontraffic injury event,Finding,ICD-11-MMS,2025-01
PB80,Intentional self-harm by land transport road traffic injury event,Finding,ICD-11-MMS,2025-01
PB6Z,Unspecified unintentional cause of morbidity or mortality,Finding,ICD-11-MMS,2025-01
PB6Y,Other unintentional cause of morbidity or mortality,Finding,ICD-11-MMS,2025-01
PB5B,Unintentional neglect,Finding,ICD-11-MMS,2025-01
PB5A,Unintentional abandonment,Finding,ICD-11-MMS,2025-01
PB59,Unintentional other specified privation,Finding,ICD-11-MMS,2025-01
PB58,Unintentional lack of water,Finding,ICD-11-MMS,2025-01
PB57,Unintentional lack of food,Finding,ICD-11-MMS,2025-01
PB56,Unintentional exposure to physical overexertion,Finding,ICD-11-MMS,2025-01
PB55.Z,"Unintentional exposure to explosion, unspecified",Finding,ICD-11-MMS,2025-01
PB55.Y,Other specified unintentional exposure to explosion,Finding,ICD-11-MMS,2025-01
PB55.1,Unintentional exposure to explosion or rupture of pressurised materials or object,Finding,ICD-11-MMS,2025-01
PB55.0,Unintentional exposure to chemical explosion,Finding,ICD-11-MMS,2025-01
PB55,Unintentional exposure to explosion,Finding,ICD-11-MMS,2025-01
PB54,Unintentional exposure to high or low air pressure or changes in air pressure,Finding,ICD-11-MMS,2025-01
PB53,Unintentional exposure to radiation,Finding,ICD-11-MMS,2025-01
PB52,Unintentional exposure to sunlight,Finding,ICD-11-MMS,2025-01
PB51,Unintentional exposure to electric current,Finding,ICD-11-MMS,2025-01
PB50,Unintentional exposure to foreign body in orifice,Finding,ICD-11-MMS,2025-01
PB36,Unintentional exposure to or harmful effects of other or unspecified substances chiefly nonmedicinal as to source,Finding,ICD-11-MMS,2025-01
PB35,Unintentional exposure to or harmful effects of halogen derivatives of aliphatic or aromatic hydrocarbons,Finding,ICD-11-MMS,2025-01
PB34,Unintentional exposure to or harmful effects of corrosive substances,Finding,ICD-11-MMS,2025-01
PB33,Unintentional exposure to or harmful effects of pesticides,Finding,ICD-11-MMS,2025-01
PB32,Unintentional exposure to or harmful effects of carbon monoxide,Finding,ICD-11-MMS,2025-01
PB31,Unintentional exposure to or harmful effects of organic solvents,Finding,ICD-11-MMS,2025-01
PB30,Unintentional exposure to or harmful effects of alcohols,Finding,ICD-11-MMS,2025-01
PB29,"Unintentional exposure to or harmful effects of multiple drugs, medicaments or biological substances",Finding,ICD-11-MMS,2025-01
PB28,"Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance",Finding,ICD-11-MMS,2025-01
PB27,Unintentional exposure to or harmful effects of antiepileptics or antiparkinsonism drugs,Finding,ICD-11-MMS,2025-01
PB26,Unintentional exposure to or harmful effects of antipsychotics,Finding,ICD-11-MMS,2025-01
PB25,Unintentional exposure to or harmful effects of antidepressants,Finding,ICD-11-MMS,2025-01
PB24,"Unintentional exposure to or harmful effects of analgesics, antipyretics or nonsteroidal anti-inflammatory drugs",Finding,ICD-11-MMS,2025-01
PB23,Unintentional exposure to or harmful effects of cannabinoids or hallucinogens,Finding,ICD-11-MMS,2025-01
PB22,Unintentional exposure to or harmful effects of psychostimulants,Finding,ICD-11-MMS,2025-01
PB21,Unintentional exposure to or harmful effects of sedative hypnotic drugs or other CNS depressants,Finding,ICD-11-MMS,2025-01
PB20,Unintentional exposure to or harmful effects of opioids or related analgesics,Finding,ICD-11-MMS,2025-01
PB1Z,Unintentional exposure to unspecified thermal mechanism,Finding,ICD-11-MMS,2025-01
PB1Y,Unintentional exposure to other specified thermal mechanism,Finding,ICD-11-MMS,2025-01
PB16,Unintentional exposure to excessive cold,Finding,ICD-11-MMS,2025-01
PB15,Unintentional exposure to excessive heat,Finding,ICD-11-MMS,2025-01
PB14,"Unintentional exposure to steam, hot vapour, air or gases",Finding,ICD-11-MMS,2025-01
PB13,Unintentional contact with hot object or liquid,Finding,ICD-11-MMS,2025-01
PB12,Unintentional exposure to ignition or melting of material,Finding,ICD-11-MMS,2025-01
PB11,Unintentional exposure to controlled fire,Finding,ICD-11-MMS,2025-01
PB10,Unintentional exposure to uncontrolled fire,Finding,ICD-11-MMS,2025-01
PB0Z,Unintentional threat to breathing by unspecified means,Finding,ICD-11-MMS,2025-01
PB0Y,Unintentional threat to breathing by other specified means,Finding,ICD-11-MMS,2025-01
PB08,Unintentional threat to breathing from low oxygen environment,Finding,ICD-11-MMS,2025-01
PB07,Unintentional threat to breathing by inhalation or ingestion of other objects or materials,Finding,ICD-11-MMS,2025-01
PB06,Unintentional threat to breathing by inhalation or ingestion of food,Finding,ICD-11-MMS,2025-01
PB05,Unintentional threat to breathing by inhalation or ingestion of liquids,Finding,ICD-11-MMS,2025-01
PB04,Unintentional threat to breathing by inhalation or ingestion of gastric contents,Finding,ICD-11-MMS,2025-01
PB03,Unintentional threat to breathing by external compression of airways or chest,Finding,ICD-11-MMS,2025-01
PB02,Unintentional threat to breathing by strangulation,Finding,ICD-11-MMS,2025-01
PB01,Unintentional threat to breathing by hanging,Finding,ICD-11-MMS,2025-01
PB00,Unintentional threat to breathing by suffocation from object covering mouth or nose,Finding,ICD-11-MMS,2025-01
PA9Z,"Unintentional immersion, submersion or falling into water, unspecified",Finding,ICD-11-MMS,2025-01
PA92,Unintentional injury other than drowning following fall into body of water,Finding,ICD-11-MMS,2025-01
PA91,"Unintentional drowning or submersion, following fall into body of water",Finding,ICD-11-MMS,2025-01
PA90,"Unintentional drowning or submersion, while in body of water",Finding,ICD-11-MMS,2025-01
PA8Z,"Unintentional exposure to object, unspecified",Finding,ICD-11-MMS,2025-01
PA8Y,"Unintentional exposure to other specified object, not elsewhere classified",Finding,ICD-11-MMS,2025-01
PA85,"Unintentionally caught, crushed, jammed or pinched between objects",Finding,ICD-11-MMS,2025-01
PA84,Unintentionally struck by blunt object,Finding,ICD-11-MMS,2025-01
PA83.2,Unintentionally cut or pierced by other or unspecified sharp object,Finding,ICD-11-MMS,2025-01
PA83.1,Unintentionally cut or pierced by sharp glass,Finding,ICD-11-MMS,2025-01
PA83.0,"Unintentionally cut or pierced by knife, sword, or dagger",Finding,ICD-11-MMS,2025-01
PA83,Unintentionally cut or pierced by sharp object,Finding,ICD-11-MMS,2025-01
PA82,Unintentional striking against stationary object,Finding,ICD-11-MMS,2025-01
PA81,Unintentionally struck by moving object,Finding,ICD-11-MMS,2025-01
PA80.Z,Unintentionally struck by projectile from unspecified firearm,Finding,ICD-11-MMS,2025-01
PA80.Y,Unintentionally struck by projectile from other specified firearm,Finding,ICD-11-MMS,2025-01
PA80.1,"Unintentionally struck by projectile from rifle, shotgun or larger firearm",Finding,ICD-11-MMS,2025-01
PA80.0,Unintentionally struck by projectile from handgun,Finding,ICD-11-MMS,2025-01
PA80,Unintentionally struck by projectile from firearm,Finding,ICD-11-MMS,2025-01
PA7Z,"Unintentional contact with person, animal or plant, type unspecified",Finding,ICD-11-MMS,2025-01
PA7Y,"Other specified type of unintentional contact with person, animal or plant",Finding,ICD-11-MMS,2025-01
PA79,Unintentionally injured by contact with plant,Finding,ICD-11-MMS,2025-01
PA78,Unintentionally stung or envenomated by animal,Finding,ICD-11-MMS,2025-01
PA77,Unintentionally scratched or clawed by animal,Finding,ICD-11-MMS,2025-01
PA76,Unintentionally scratched or clawed by person,Finding,ICD-11-MMS,2025-01
PA75,Unintentionally bitten by animal,Finding,ICD-11-MMS,2025-01
PA74,Unintentionally bitten by person,Finding,ICD-11-MMS,2025-01
PA73,Unintentionally stepped on or crushed by animal,Finding,ICD-11-MMS,2025-01
PA72,Unintentionally stepped on or crushed by person,Finding,ICD-11-MMS,2025-01
PA71,"Unintentionally struck, kicked, or bumped by animal",Finding,ICD-11-MMS,2025-01
PA70,"Unintentionally struck, kicked, or bumped by person",Finding,ICD-11-MMS,2025-01
PA6Z,Unintentional fall from unspecified height,Finding,ICD-11-MMS,2025-01
PA61,Unintentional fall from a height of 1 metre or more,Finding,ICD-11-MMS,2025-01
PA60,Unintentional fall on the same level or from less than 1 metre,Finding,ICD-11-MMS,2025-01
PA5Z,"Unintentional transport injury event, unspecified",Finding,ICD-11-MMS,2025-01
PA5Y,Other specified unintentional transport injury event,Finding,ICD-11-MMS,2025-01
PA50.Z,"Unintentional air or space transport injury event, unspecified",Finding,ICD-11-MMS,2025-01
PA50.1,"Unintentional air or space transport injury event with aircraft or spacecraft damaged, disabled or destroyed",Finding,ICD-11-MMS,2025-01
PA50.0,"Unintentional air or space transport injury event with aircraft or spacecraft not damaged, disabled or destroyed",Finding,ICD-11-MMS,2025-01
PA50,Unintentional air or space transport injury event,Finding,ICD-11-MMS,2025-01
PA4Z,Unintentional water transport injury event with damage to water vessel unspecified,Finding,ICD-11-MMS,2025-01
PA41.Z,"Unintentional water transport injury event with water vessel damaged, disabled or destroyed, causing unspecified injury",Finding,ICD-11-MMS,2025-01
PA41.0,"Unintentional water transport injury event with water vessel damaged, disabled or destroyed, causing submersion or drowning",Finding,ICD-11-MMS,2025-01
PA41,"Unintentional water transport injury event with water vessel damaged, disabled or destroyed",Finding,ICD-11-MMS,2025-01
PA40.Z,"Unintentional water transport injury event with water vessel not damaged, disabled or destroyed, causing unspecified injury",Finding,ICD-11-MMS,2025-01
PA40.1,"Unintentional water transport injury event with water vessel not damaged, disabled or destroyed, causing other injury",Finding,ICD-11-MMS,2025-01
PA40.0,"Unintentional water transport injury event with water vessel not damaged, disabled or destroyed, causing submersion or drowning",Finding,ICD-11-MMS,2025-01
PA40,"Unintentional water transport injury event with water vessel not damaged, disabled or destroyed",Finding,ICD-11-MMS,2025-01
PA3Z,Unintentional railway transport injury event of unspecified type,Finding,ICD-11-MMS,2025-01
PA31,Unintentional railway transport injury event without collision or derailment,Finding,ICD-11-MMS,2025-01
PA30,Unintentional railway transport injury event with collision or derailment,Finding,ICD-11-MMS,2025-01
PA2Z,Unintentional land transport injury event unknown whether traffic or nontraffic injuring a user of unspecified transport,Finding,ICD-11-MMS,2025-01
PA2Y,Unintentional land transport injury event unknown whether traffic or nontraffic injuring a user of other specified transport,Finding,ICD-11-MMS,2025-01
PA2F,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of an animal-drawn vehicle,Finding,ICD-11-MMS,2025-01
PA2E,Unintentional land transport event unknown whether traffic or nontraffic injuring a rider of an animal,Finding,ICD-11-MMS,2025-01
PA2D,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of an all-terrain vehicle,Finding,ICD-11-MMS,2025-01
PA2C,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a special construction vehicle,Finding,ICD-11-MMS,2025-01
PA2B,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a special vehicle mainly used on industrial premises,Finding,ICD-11-MMS,2025-01
PA2A,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a special vehicle mainly used in agriculture,Finding,ICD-11-MMS,2025-01
PA29,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a low powered passenger vehicle,Finding,ICD-11-MMS,2025-01
PA28,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a streetcar or tram,Finding,ICD-11-MMS,2025-01
PA27,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a heavy goods vehicle,Finding,ICD-11-MMS,2025-01
PA26,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a light goods vehicle,Finding,ICD-11-MMS,2025-01
PA25,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a bus or coach,Finding,ICD-11-MMS,2025-01
PA24,Unintentional land transport event unknown whether traffic or nontraffic injuring a car occupant,Finding,ICD-11-MMS,2025-01
PA23,Unintentional land transport event unknown whether traffic or nontraffic injuring a motor cyclist,Finding,ICD-11-MMS,2025-01
PA22,Unintentional land transport event unknown whether traffic or nontraffic injuring a pedal cyclist,Finding,ICD-11-MMS,2025-01
PA21,Unintentional land transport event unknown whether traffic or nontraffic injuring the user of a pedestrian conveyance,Finding,ICD-11-MMS,2025-01
PA20,Unintentional land transport event unknown whether traffic or nontraffic injuring a pedestrian,Finding,ICD-11-MMS,2025-01
PA1Z,Unintentional land transport nontraffic event injuring a user of unknown or unspecified land transport,Finding,ICD-11-MMS,2025-01
PA1Y,Unintentional land transport nontraffic event injuring a user of other specified land transport,Finding,ICD-11-MMS,2025-01
PA1F,Unintentional land transport nontraffic event injuring an occupant of an animal-drawn vehicle,Finding,ICD-11-MMS,2025-01
PA1E,Unintentional land transport nontraffic event injuring a rider of an animal,Finding,ICD-11-MMS,2025-01
PA1D,Unintentional land transport nontraffic event injuring a user of an all-terrain vehicle,Finding,ICD-11-MMS,2025-01
PA1C,Unintentional land transport nontraffic event injuring a user of a special construction vehicle,Finding,ICD-11-MMS,2025-01
PA1B,Unintentional land transport nontraffic event injuring a user of a special vehicle mainly used on industrial premises,Finding,ICD-11-MMS,2025-01
PA1A,Unintentional land transport nontraffic event injuring a user of a special vehicle mainly used in agriculture,Finding,ICD-11-MMS,2025-01
PA19,Unintentional land transport nontraffic event injuring an occupant of a low powered passenger vehicle,Finding,ICD-11-MMS,2025-01
PA18,Unintentional land transport nontraffic event injuring an occupant of a streetcar or tram,Finding,ICD-11-MMS,2025-01
PA17,Unintentional land transport nontraffic event injuring an occupant of a heavy goods vehicle,Finding,ICD-11-MMS,2025-01
PA16,Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle,Finding,ICD-11-MMS,2025-01
PA15,Unintentional land transport nontraffic event injuring an occupant of a bus or coach,Finding,ICD-11-MMS,2025-01
PA14,Unintentional land transport nontraffic event injuring a car occupant,Finding,ICD-11-MMS,2025-01
PA13,Unintentional land transport nontraffic event injuring a motor cyclist,Finding,ICD-11-MMS,2025-01
PA12,Unintentional land transport nontraffic event injuring a pedal cyclist,Finding,ICD-11-MMS,2025-01
PA11,Unintentional land transport nontraffic event injuring the user of a pedestrian conveyance,Finding,ICD-11-MMS,2025-01
PA10,Unintentional land transport nontraffic event injuring a pedestrian,Finding,ICD-11-MMS,2025-01
PA0Z,Unintentional land transport traffic event injuring a user of unspecified land transport,Finding,ICD-11-MMS,2025-01
PA0Y,Unintentional land transport traffic event injuring a user of other specified land transport,Finding,ICD-11-MMS,2025-01
PA0F,Unintentional land transport traffic event injuring an occupant of an animal-drawn vehicle,Finding,ICD-11-MMS,2025-01
PA0E,Unintentional land transport traffic event injuring a rider of an animal,Finding,ICD-11-MMS,2025-01
PA0D,Unintentional land transport traffic event injuring a user of an all-terrain vehicle,Finding,ICD-11-MMS,2025-01
PA0C,Unintentional land transport traffic event injuring a user of a special construction vehicle,Finding,ICD-11-MMS,2025-01
PA0B,Unintentional land transport traffic event injuring a user of a special vehicle mainly used on industrial premises,Finding,ICD-11-MMS,2025-01
PA0A,Unintentional land transport traffic event injuring a user of a special vehicle mainly used in agriculture,Finding,ICD-11-MMS,2025-01
PA09,Unintentional land transport traffic event injuring an occupant of a low powered passenger vehicle,Finding,ICD-11-MMS,2025-01
PA08,Unintentional land transport traffic event injuring an occupant of a streetcar or tram,Finding,ICD-11-MMS,2025-01
PA07,Unintentional land transport traffic event injuring an occupant of a heavy goods vehicle,Finding,ICD-11-MMS,2025-01
PA06,Unintentional land transport traffic event injuring an occupant of a light goods vehicle,Finding,ICD-11-MMS,2025-01
PA05,Unintentional land transport traffic event injuring an occupant of a bus or coach,Finding,ICD-11-MMS,2025-01
PA04,Unintentional land transport traffic event injuring a car occupant,Finding,ICD-11-MMS,2025-01
PA03,Unintentional land transport traffic event injuring a motor cyclist,Finding,ICD-11-MMS,2025-01
PA02,Unintentional land transport traffic event injuring a pedal cyclist,Finding,ICD-11-MMS,2025-01
PA01,Unintentional land transport traffic event injuring the user of a pedestrian conveyance,Finding,ICD-11-MMS,2025-01
PA00,Unintentional land transport traffic event injuring a pedestrian,Finding,ICD-11-MMS,2025-01
23,External causes of morbidity or mortality,Finding,ICD-11-MMS,2025-01
NF2Z,"Unspecified injury, poisoning or certain other consequences of external causes",Finding,ICD-11-MMS,2025-01
NF2Y,"Other specified injury, poisoning or certain other consequences of external causes",Finding,ICD-11-MMS,2025-01
NF0Z,Unspecified effects of external causes,Finding,ICD-11-MMS,2025-01
NF0Y,Other specified effects of external causes,Finding,ICD-11-MMS,2025-01
NF0A.Z,"Early complications of trauma, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NF0A.Y,"Other early complication of trauma, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NF0A.7,"Traumatic subcutaneous emphysema, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NF0A.6,"Traumatic ischaemia of muscle, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NF0A.5,"Traumatic anuria, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NF0A.4,"Traumatic shock, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NF0A.3,"Post traumatic wound infection, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NF0A.2,"Traumatic secondary or recurrent haemorrhage, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NF0A.1,"Fat embolism, traumatic, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NF0A.0,"Air embolism, traumatic, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NF0A,"Certain early complications of trauma, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NF09,"Adverse effects, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NF08.4,Effects of electric current,Finding,ICD-11-MMS,2025-01
NF08.3,Motion sickness,Finding,ICD-11-MMS,2025-01
NF08.2Z,"Effects of vibration, unspecified",Finding,ICD-11-MMS,2025-01
NF08.2Y,Other specified effects of vibration,Finding,ICD-11-MMS,2025-01
NF08.20,Hand and arm vibration syndrome,Finding,ICD-11-MMS,2025-01
NF08.2,Effects of vibration,Finding,ICD-11-MMS,2025-01
NF08.1,Drowning or nonfatal submersion,Finding,ICD-11-MMS,2025-01
NF08.0,Effects of lightning,Finding,ICD-11-MMS,2025-01
NF08,Effects of certain specified external causes,Finding,ICD-11-MMS,2025-01
NF07.Z,"Effects of other deprivation, unspecified",Finding,ICD-11-MMS,2025-01
NF07.Y,Other specified effects of deprivation,Finding,ICD-11-MMS,2025-01
NF07.2,Exhaustion due to exposure,Finding,ICD-11-MMS,2025-01
NF07.1,Effects of thirst,Finding,ICD-11-MMS,2025-01
NF07.0,Effects of hunger,Finding,ICD-11-MMS,2025-01
NF07,Effects of other deprivation,Finding,ICD-11-MMS,2025-01
NF06.Z,"Effects of strenuous physical exercise, unspecified",Finding,ICD-11-MMS,2025-01
NF06.Y,Other specified effects of strenuous physical exercise,Finding,ICD-11-MMS,2025-01
NF06.3,Exercise muscle cramp,Finding,ICD-11-MMS,2025-01
NF06.2,Post exertional dehydration,Finding,ICD-11-MMS,2025-01
NF06.1,Post exercise postural hypotension,Finding,ICD-11-MMS,2025-01
NF06.0,Exertional heat stroke,Finding,ICD-11-MMS,2025-01
NF06,Effects of strenuous physical exercise,Finding,ICD-11-MMS,2025-01
NF05,Asphyxiation,Finding,ICD-11-MMS,2025-01
NF04.Z,"Effects of air pressure or water pressure, unspecified",Finding,ICD-11-MMS,2025-01
NF04.Y,Other specified effects of air pressure or water pressure,Finding,ICD-11-MMS,2025-01
NF04.3,Effects of high-pressure fluids,Finding,ICD-11-MMS,2025-01
NF04.2,Caisson disease,Finding,ICD-11-MMS,2025-01
NF04.1,Sinus barotrauma,Finding,ICD-11-MMS,2025-01
NF04.0,Otitic barotrauma,Finding,ICD-11-MMS,2025-01
NF04,Effects of air pressure or water pressure,Finding,ICD-11-MMS,2025-01
NF03.Z,Unspecified effects of reduced temperature,Finding,ICD-11-MMS,2025-01
NF03.Y,Other specified effects of reduced temperature,Finding,ICD-11-MMS,2025-01
NF03.1,Immersion hand or foot,Finding,ICD-11-MMS,2025-01
NF03.0,Chilblains,Finding,ICD-11-MMS,2025-01
NF03,Other effects of reduced temperature,Finding,ICD-11-MMS,2025-01
NF02,Hypothermia,Finding,ICD-11-MMS,2025-01
NF01.Z,"Effects of heat, unspecified",Finding,ICD-11-MMS,2025-01
NF01.Y,Other specified effects of heat,Finding,ICD-11-MMS,2025-01
NF01.3,"Heat fatigue, transient",Finding,ICD-11-MMS,2025-01
NF01.2,Heat exhaustion due to fluid depletion,Finding,ICD-11-MMS,2025-01
NF01.1,Heat syncope,Finding,ICD-11-MMS,2025-01
NF01.0,Heat stroke,Finding,ICD-11-MMS,2025-01
NF01,Effects of heat,Finding,ICD-11-MMS,2025-01
NF00,"Effects of radiation, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NE8Z,"Injury or harm arising from surgical or medical care, not elsewhere classified, unspecified",Finding,ICD-11-MMS,2025-01
NE8Y,"Other specified injury or harm arising from surgical or medical care, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NE89,Awareness under general anaesthesia,Finding,ICD-11-MMS,2025-01
NE88,"Drug toxicity associated with harm in surgical or medical care, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NE87,Failed or difficult intubation,Finding,ICD-11-MMS,2025-01
NE86,Malignant hyperthermia due to anaesthesia,Finding,ICD-11-MMS,2025-01
NE85.6,Other or unspecified complications of amputation stump,Finding,ICD-11-MMS,2025-01
NE85.5,Necrosis of amputation stump,Finding,ICD-11-MMS,2025-01
NE85.4,Infection of amputation stump,Finding,ICD-11-MMS,2025-01
NE85.3,Neuroma of amputation stump,Finding,ICD-11-MMS,2025-01
NE85.2,Complications of other reattached body part,Finding,ICD-11-MMS,2025-01
NE85.1,Complications of reattached lower extremity,Finding,ICD-11-MMS,2025-01
NE85.0,Complications of reattached upper extremity,Finding,ICD-11-MMS,2025-01
NE85,Complications peculiar to reattachment or amputation,Finding,ICD-11-MMS,2025-01
NE84,Failure or rejection of transplanted organs or tissues,Finding,ICD-11-MMS,2025-01
NE83.Y,"Other specified injury or harm arising from other device, implant or graft, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NE83.1,"Infection arising from device, implant or graft, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NE83.0,Destruction or cartilage wear of joint with hemiarthroplasty,Finding,ICD-11-MMS,2025-01
NE83,"Injury or harm arising from other device, implant or graft, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NE82.Z,"Dysfunction or complication of pacemaker, pacemaker lead or implantable cardioverter defibrillator, not elsewhere classified, unspecified",Finding,ICD-11-MMS,2025-01
NE82.Y,"Other specified dysfunction or complication of pacemaker, pacemaker lead or implantable cardioverter defibrillator, not elsewhere classified",Finding,ICD-11-MMS,2025-01
NE82.3,Pacemaker or implantable cardioverter defibrillator lead dysfunction,Finding,ICD-11-MMS,2025-01
