0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,"2%
97%",,24%,,23%,,47%,,35%,,24%,,"4%
24%",
,,,75%,,40%,,,,,,37%,,,
,,,,,,,,,,,,,72%,
,,,,,,,,,30%,,,,,
,,,,,,,21%,,,,,,,
,,,,,,,,,,,39%,,,
,,,,,37%,,,,,,,,,
,,,,,,,,,35%,,,,,
,,,,,,,32%,,,,,,,
