0,1,2,3,4,5
,,,,No. of,
,Name (alphabetical order),,,,
,,,,Seats,
,,,,,
"1. Bangladesh Dental College, House
# 35, Road # 14/A, Dhanmondi
R/A, Dhaka",,,50,,
"2. Chittagong International Dental
College, Chittagong",,,50,,
"3. City Dental College, 1085/1,
Malibag Chowdhury Para, Dhaka",,,75,,
"4. Marks Dental College, A/3, Main
Road, Section-14, Mirpur, Dhaka",,,50,,
"5. Pioneer Dental College, 111
Malibag, DIT Road, Dhaka",,,85,,
"6. Rangpur Dental College, Rangpur",,,60,,
"7. Samaj Vittik Dental College,
Mirzanagar, Savar, Dhaka",,,30,,
"8. Saporro Dental College, Road #
1/B, Sector # 9, Uttara, Dhaka",,,50,,
"9. University Dental College, 120
Shiddeswari Outer Circular Road,
Century Orchid (4thFloor),
Moghbazar, Dhaka",,,75,,
"10. Update Dental College, 162, Atish
Dipankar Road, West Mugdha,
Dhaka",,,50,,
Total=,,,575,,
"Source: Director, Medical Education and Health
Manpower Development, Mohakhali, Dhaka",,,,,
