0,1,2,3,4,5,6,7,8,9,10
,,Cardiac cath,,,Renal,Peripheral,Interventional Procedure,,,
Year,CAG,Ped,Adult,Total,Angiogram,Angiogram,PCI,PTMC,Others,Total
2001,995,146,104,250,4,116,163,74,4,1654
2002,1378,111,95,206,6,97,228,92,11,2018
2003,2827,144,164,308,13,42,371,189,12,3762
2004,3210,55,170,225,69,93,599,273,13,4482
2005,2780,62,155,217,6,85,488,295,11,4109
Total,11190,518,688,1206,98,433,1849,923,51,16025
