0,1,2,3,4
Subjects,No. of Projects (n=52),,Total,%
,"Regular
Program","Development
Program",,
Maternal Health,08,03,11,21.1
Child Health,03,02,05,9.6
Infectious Diseases,02,02,04,7.7
Health Systems Research,02,03,05,9.6
Nutrition,01,01,02,3.8
"Occupational and
Environmental Health",01,02,03,5.8
Non-communicable Diseases,,,,
"Hypertension and
Cardiovascular Diseases",04,03,07,13.6
Diabetes,04,01,05,9.6
Kidney Diseases,02,01,03,5.8
Mental Disorders,01,01,02,3.8
Others,03,02,05,9.6
Total,31,21,52,100.0
