0,1,2,3,4,5
,Name of institute,,,Total,
"9. Green view Institute of medical
technology, 25/3, Section # 14,
Mirpur, Dhaka",,,105,,
"10 . Health Wage Institute of
Medical Technology, Sewgari,
Carmichael Road, Bogra",,,90,,
"11 . Institute of Community Health
Banglade sh, 190/1 Bara
Maghbazar, Dhaka",,,75,,
"12 . Institute of Health Technology,
180, Firringhee Bazar (City
Corporation Chittagong),
Chittagong",,,150,,
"13 . Institute of Medical Technology,
H # 68, R # 4, Block # B, Section
# 12 Mirpur, Dhaka",,,150,,
"14 . Institute of Medical Technol ogy,
Tamizuddin khan Road,
Jheeltuli, Faridpur",,,100,,
"15 . International Institute of Health
Sciences, House #71/1, Road
#15/A, Shankar Bus Stand,
Dhaka",,,140,,
"16 . Islami Bank Institute of Health
Technology, Rajshahi",,,150,,
"17 . Janata Institute of M edical
Technology, North PTI lane,
Jaleshwari tala, Bogra",,,115,,
"18. Marks Institute of Medical
Technology, A/3, Section # 14,
Mirpur, Dhaka",,,150,,
"19. Millennium Institute of Medical
Technology, 61 Bhecharam
Dewri Road, Armanitola, Dhaka",,,75,,
"20. National Institute of Med ical &
Dental Technology, 19/10 Babar
Road, Mohammadpur, Dhaka",,,65,,
"21. National Institute of Medical
Technology, H#3 Garib Newaz
Avenue , Sector # 13, Model
Town, Dhaka",,,150,,
"22. New lab Institute of Medical
Technology, 1/2 Asad gate ,
Mohammadpur, Dhaka",,,110,,
"23. Prime I nstitute of Medical
Technology, 213/A, Talaimari,
Rajshahi.",,,150,,
"24. Professor Shohrab Uddin
Institute of Medical Technology,
Sablia, Tangail",,,165,,
"25. Psyche Institute of Medical
Technology, Mirpur-6, Road # 2,
Block # B, Dhaka",,,120,,
"26. Radiant College of Medical
Technology, 69/E, Ara Plaza,",,,100,,
