0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,,,,,,,,,,Hand over,,,Stared (2 hrs,,,,
,Division,,,Planned,,,Built,,,,,,,,,Not yet started,
,,,,,,,,,,completed,,,daily),,,,
,,,,,,,,,,,,,,,,,
Dhaka,,,3885,,,3611,,,2583,,,2398,,,1213,,
Chittagong,,,2633,,,2392,,,1582,,,1503,,,889,,
Rajshahi,,,3593,,,3230,,,3161,,,2531,,,699,,
Khulna,,,1599,,,1366,,,1353,,,1118,,,248,,
Barisal,,,1046,,,729,,,721,,,394,,,335,,
Sylhet,,,939,,,555,,,555,,,482,,,73,,
Total =,,,13695,,,11883,,,9955,,,8426,,,3457,,
