0,1,2,3,4,5
,,,,No. of,
,Name (alphabetical order),,,,
,,,,Seats,
,,,,,
"1. College of Nursing, Mohakhali,
Dhaka (3 reserved seats for
foreign students)",,,125,,
"2. College of Nursing, Dhaka
Medical College Hospital, Dhaka",,,100,,
"3. College of Nursing, Mymensingh
Medical College, Mymensingh",,,50,,
"4. College of Nursing, Rajshahi
Medical College, Rajshahi",,,50,,
"5. College of Nursing, Chittagong
Medical College, Chittagong",,,50,,
Total,,,375,,
"Note: All offer basic nursing courses
Source: Director, Medical Education and Health
Manpower Development, Mohakhali, Dhaka",,,,,
